responseID,persona,human,ss
R_YQgd9Z6nPLDpEwp,"Racially, I am white. I am female. I was born in 1963. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",1,1
R_YVv2ymsfakacpyx,"Racially, I am white. I am female. I was born in 1965. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",1,2
R_YXmoPeqtV83RVXb,"Racially, I am white. I am female. I was born in 1968. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Quebec. ",-1,1
R_YbuqAUuMDgvKRyN,"Racially, I am white. I am female. I was born in 1983. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in New Brunswick. ",1,1
R_YXgZNRZ8q5m91iF,"Racially, I am Asian. I am male. I was born in 1967. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",1,2
R_Yc86y3EzIIwoKHv,"Racially, I am Indigenous. I am male. I was born in 1981. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in British Columbia. ",2,1
R_YY0rKOamOrTDCHD,"Racially, I am white. I am female. I was born in 1978. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Manitoba. ",1,2
R_Z3ujUJQIWZvKboB,"Racially, I am white. I am male. I was born in 1990. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",1,1
R_Z9SVFOPuxOzjdzX,"Racially, I am white. I am male. I was born in 1967. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",1,1
R_ZBRejnZujMNFLdn,"Racially, I am white. I am female. I was born in 1993. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",2,1
R_ZDKqFwIoIvhKLFn,"Racially, I am white. I am female. I was born in 1987. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Nova Scotia. ",-1,1
R_ZIUV3rZoUzJqPFD,"Racially, I am white. I am male. I was born in 1961. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Saskatchewan. ",-1,2
R_ZJribx99Z9R8YN3,"Racially, I am white. I am female. I was born in 1993. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Alberta. ",-1,1
R_ZIvFc5ouaC7diH7,"Racially, I am white. I am male. I was born in 1963. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,2
R_ZKWATpO7qiQg7g5,"Racially, I am Asian. I am male. I was born in 1988. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",2,1
R_ZL6P102x7OYbpvP,"Racially, I am white. I am female. I was born in 1953. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",1,2
R_ZKlYexUzSaTgW7T,"Racially, I am white. I am female. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in British Columbia. ",2,1
R_ZLgNEPsMW3FuBln,"Racially, I am white. I am female. I was born in 1972. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Manitoba. ",1,2
R_ZfqLV84tmWDEYrn,"Racially, I am Asian. I am male. I was born in 1967. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in British Columbia. ",1,2
R_ZayTzw7kKx0YQBX,"Racially, I am white. I am male. I was born in 1969. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_ZlObsXv7Yq0ZdJf,"Racially, I am white. I am male. I was born in 1968. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Saskatchewan. ",2,1
R_a5UEHeO5X0heTEl,"Racially, I am white. I am female. I was born in 1972. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Alberta. ",1,2
R_ZjXVLLR3FI7yreh,"Racially, I am white. I am female. I was born in 1980. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",-1,2
R_a03zmWf5mSNwiRj,"Racially, I am white. I am female. I was born in 1953. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Newfoundland and Labrador. ",1,1
R_aUUtdss4wXTepTH,"Racially, I am white. I am female. I was born in 1982. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Prince Edward Island. ",1,2
R_a3ltb9V8x7fCqFb,"Racially, I am white. I am male. I was born in 1960. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Nova Scotia. ",1,1
R_aWvV5C0HqlQLCA9,"Racially, I am white. I am male. I was born in 1967. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Saskatchewan. ",2,1
R_aaY4mLidAihzXCF,"Racially, I am white. I am female. I was born in 1997. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Manitoba. ",1,1
R_acayCCsW20ciCxX,"Racially, I am white. I am female. I was born in 1968. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,2
R_af8MaHjq4OHHFw5,"Racially, I am white. I am female. I was born in 1992. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Saskatchewan. ",2,1
R_afSJyQ2Z0KOHzqx,"Racially, I am white. I am male. I was born in 1962. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",1,2
R_b1Ve82KMaCyVg4N,"Racially, I am white. I am male. I was born in 1950. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,2
R_ahH8zgm15r4UDBf,"Racially, I am white. I am female. I was born in 1955. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",1,2
R_b1atjNIslCnjNGV,"Racially, I am Asian. I am male. I was born in 1928. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,2
R_b1lVQFmq1r54rct,"Racially, I am white. I am male. I was born in 1968. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in British Columbia. ",2,1
R_b254zrI2q7FmxqN,"Racially, I am Asian. I am male. I was born in 1961. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in British Columbia. ",1,2
R_b7brnAUn0vyEfEl,"Racially, I am white. I am female. I was born in 1993. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Nova Scotia. ",1,2
R_b8Ik1Vu0jCzDTjj,"Racially, I am white. I am male. I was born in 1980. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",1,2
R_bBI3q0V3ZxZft8B,"Racially, I am white. I am male. I was born in 1980. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",-1,2
R_bHfOqmIQu7ldDGN,"Racially, I am white. I am female. I was born in 1970. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",-1,1
R_b7NMCoTaoemBuPT,"Racially, I am white. I am female. I was born in 1949. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in British Columbia. ",1,2
R_bsyyjfA0WhxJbSV,"Racially, I am white. I am female. I was born in 1976. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_bIX93xpdLXodxx7,"Racially, I am white. I am female. I was born in 1961. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Manitoba. ",2,1
R_bdWys0qvz0Xbffb,"Racially, I am white. I am female. I was born in 1964. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Newfoundland and Labrador. ",-1,1
R_bOBC74A9B8RYAYV,"Racially, I am Asian. I am female. I was born in 1982. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",2,1
R_cC10EsOokiPi50d,"Racially, I am Asian. I am female. I was born in 1976. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Manitoba. ",1,1
R_cAqVZqLllGv4E6t,"Racially, I am white. I am female. I was born in 1952. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in British Columbia. ",1,2
R_cAstYfQyyzsnIQh,"Racially, I am white. I am male. I was born in 1990. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",1,1
R_cHKtVVJRpMfk5yx,"Racially, I am white. I am female. I was born in 1954. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Nova Scotia. ",1,1
R_cCN2oBB0JpuMLKx,"Racially, I am white. I am female. I was born in 1951. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Ontario. ",1,2
R_cGSCyr6Z17AoI5X,"Racially, I am white. I am female. I was born in 1945. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,1
R_cMxs45rMUuiWyTn,"Racially, I am white. I am female. I was born in 1997. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Newfoundland and Labrador. ",2,1
R_cTHwm0Cuo75mNJn,"Racially, I am white. I am female. I was born in 1976. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in British Columbia. ",1,1
R_cYpZqdSWF0bBoOZ,"Racially, I am white. I am male. I was born in 1990. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",-1,1
R_cZwLEspjqq0hyA9,"Racially, I am white. I am female. I was born in 1982. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Alberta. ",2,2
R_cURWtErnw7PPgJz,"Racially, I am Asian. I am male. I was born in 1975. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",1,2
R_cZ7CJJM4KSLv3Mt,"Racially, I am white. I am male. I was born in 1993. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Saskatchewan. ",1,2
R_d1jZiLnsdFTHWmd,"Racially, I am white. I am female. I was born in 1943. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in British Columbia. ",1,2
R_cu0vDaJBsCuPehz,"Racially, I am white. I am female. I was born in 1945. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Alberta. ",1,1
R_czRAKZd0pLbsEzT,"Racially, I am white. I am male. I was born in 2004. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Ontario. ",-1,2
R_daOb9eIC0IDRSXn,"Racially, I am white. I am male. I was born in 1957. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",1,2
R_d6BMVogVZqolYhr,"Racially, I am white. I am male. I was born in 1999. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",2,1
R_daK8411InDZs7rb,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,2
R_dbB1fUuTc7E8pWN,"Racially, I am white. I am female. I was born in 1980. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Saskatchewan. ",2,2
R_dauVwPikACHWb97,"Racially, I am white. I am male. I was born in 1950. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Quebec. ",-1,1
R_djqfWtbKYJhdA3L,"Racially, I am white. I am male. I was born in 1954. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Alberta. ",2,2
R_dcKlf5sn3qdOvnP,"Racially, I am white. I am female. I was born in 1955. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Manitoba. ",1,2
R_dm1Yusk5LkaJnG1,"Racially, I am white. I am female. I was born in 1974. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Quebec. ",-1,2
R_dmTSBMQ5Wmypj6F,"Racially, I am white. I am male. I was born in 1967. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Alberta. ",-1,2
R_e40fNf2VDRMxZ3X,"Racially, I am white. I am male. I was born in 1963. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",-1,2
R_donHJGf1RwDQ13P,"Racially, I am white. I am female. I was born in 1983. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Saskatchewan. ",2,1
R_e2nwz9AlDCVAsBH,"Racially, I am white. I am female. I was born in 1965. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",-1,2
R_eFFEDbBNvzPi08h,"Racially, I am white. I am male. I was born in 1968. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",1,1
R_e5J54KYVTfKgTkd,"Racially, I am . I am male. I was born in 2001. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Alberta. ",-1,1
R_eCGx8KGPFYVsSMp,"Racially, I am white. I am male. I was born in 1970. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in New Brunswick. ",1,2
R_eJbhLlMEzJ7B7wZ,"Racially, I am white. I am female. I was born in 2001. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",1,2
R_ePPKpMvtVOKaeSB,"Racially, I am white. I am female. I was born in 1996. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in British Columbia. ",1,1
R_eR5XX4LfxCnHuF3,"Racially, I am Asian. I am not male or female. I was born in 2003. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",1,2
R_eJahnrZPYGVrFVn,"Racially, I am white. I am male. I was born in 1956. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Newfoundland and Labrador. ",2,1
R_eUQI3SwnD4KDrI5,"Racially, I am Asian. I am male. I was born in 1986. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Alberta. ",2,1
R_eRSiGfVfdHAr0Qx,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",2,2
R_eWGeULi7SAWyUDv,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",2,2
R_ehQs329TAchjSKd,"Racially, I am white. I am female. I was born in 1954. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Newfoundland and Labrador. ",2,2
R_enWZb1FEHk74y9X,"Racially, I am white. I am female. I was born in 1976. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Ontario. ",-1,1
R_oZBZVQuCya72uml,"Racially, I am white. I am male. I was born in 1965. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Alberta. ",2,2
R_eu2Fm655IMftjQl,"Racially, I am white. I am female. I was born in 1945. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Prince Edward Island. ",2,1
R_exGjAVWuzoss5UZ,"Racially, I am white. I am female. I was born in 1984. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Newfoundland and Labrador. ",1,2
R_p5wixmvBsZciOvD,"Racially, I am white. I am male. I was born in 1954. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",1,2
R_pDGKYeHQOrKQZBT,"Racially, I am white. I am female. I was born in 1951. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in New Brunswick. ",2,2
R_p9Tx2NP6WDsyXhD,"Racially, I am Indigenous. I am male. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Ontario. ",2,2
R_pA91SbHB6CFom4x,"Racially, I am white. I am female. I was born in 1977. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",1,1
R_pFuUPgC0abTkk9j,"Racially, I am black. I am female. I was born in 1994. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",2,1
R_p0mVKocrBw3Zd17,"Racially, I am Asian. I am female. I was born in 1977. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Prince Edward Island. ",2,1
R_pFSpxqr7YxtZSP7,"Racially, I am white. I am female. I was born in 1965. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",-1,2
R_paAMTJr8oQxfPvr,"Racially, I am Asian. I am male. I was born in 1995. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in British Columbia. ",1,1
R_pQVkwxHZc68raAV,"Racially, I am Asian. I am male. I was born in 1994. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",2,1
R_pKjI3MKTSdwVn6p,"Racially, I am white. I am male. I was born in 1984. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,2
R_pfUd6khPZEmLhYd,"Racially, I am black. I am male. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,2
R_pfImdxoQBEb4GkN,"Racially, I am white. I am female. I was born in 1954. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",1,1
R_po2dup36IasXnHj,"Racially, I am white. I am male. I was born in 1972. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Saskatchewan. ",2,1
R_qEMJi8WFquklQwp,"Racially, I am white. I am female. I was born in 1968. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",2,1
R_pz8UcXuqtU2v9oB,"Racially, I am white. I am female. I was born in 1984. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Ontario. ",1,2
R_qEp7a3r3rDzCPGF,"Racially, I am white. I am male. I was born in 1963. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",1,2
R_qV1LW3pUjcJR7B7,"Racially, I am white. I am female. I was born in 1941. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",1,1
R_pEPFYN8sSUKlDd7,"Racially, I am white. I am male. I was born in 1961. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",2,1
R_qPcdCtrfrTdkOOd,"Racially, I am white. I am female. I was born in 1994. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Nova Scotia. ",1,2
R_qxPuNLi6lFU6go1,"Racially, I am Arab. I am female. I was born in 2000. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",1,1
R_qPgPGInzb99Tb1v,"Racially, I am white. I am male. I was born in 1999. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",2,1
R_r1g8QVuyGUWslgd,"Racially, I am white. I am male. I was born in 1959. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,1
R_r6jfpzvbOal9B8R,"Racially, I am white. I am male. I was born in 1955. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in British Columbia. ",1,2
R_rd12qL6TlVn09SV,"Racially, I am white. I am female. I was born in 1976. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Manitoba. ",-1,1
R_reUGfFe9gP8JPep,"Racially, I am white. I am male. I was born in 1963. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,2
R_r8BU1M02f0r480h,"Racially, I am black. I am female. I was born in 1985. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Nova Scotia. ",2,1
R_rjUzRkZoMG2k9Wh,"Racially, I am white. I am male. I was born in 1963. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Saskatchewan. ",1,2
R_rkX7ir1zqkcpbsl,"Racially, I am white, . I am male. I was born in 1950. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Alberta. ",1,2
R_rjXKYKXDSPMhqFj,"Racially, I am Arab. I am female. I was born in 1967. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,2
R_s5OxmlnNcTCu8hP,"Racially, I am white. I am female. I was born in 1970. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Nova Scotia. ",-1,1
R_rllEOiHQiBLxi1P,"Racially, I am white. I am male. I was born in 1985. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,2
R_sBTDMrKQ0HBz1rr,"Racially, I am white. I am female. I was born in 1975. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Ontario. ",-1,2
R_rr2BgUtwMMffjrP,"Racially, I am white. I am male. I was born in 1976. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in British Columbia. ",2,2
R_sEZiZKwG1pabqzT,"Racially, I am white. I am male. I was born in 1966. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",1,2
R_sCnbbcgte0rVUvT,"Racially, I am white, . I am male. I was born in 1950. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",1,2
R_sKYbyUo23qxQOjL,"Racially, I am white. I am female. I was born in 1992. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in Alberta. ",1,2
R_sIgEXaiHYmfFJmh,"Racially, I am white. I am female. I was born in 1965. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Newfoundland and Labrador. ",-1,2
R_sMqdwqJPQ3uY8y5,"Racially, I am white. I am female. I was born in 1981. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Manitoba. ",1,1
