responseID,VCF0101,VCF0104,VCF0105a,VCF0110,VCF0111,VCF0114,VCF0127,VCF0128,VCF0130,VCF0140,VCF0143,VCF0146,VCF0147,VCF0901b,VCF0302,VCF0310,VCF0705,VCF0733,VCF0849
6682,59,2,5,3, ,1,2,2,3,5,5,9,1,VA,5,3,1,2,1
6683,47,2,1,4, ,3,2,4,5,6,1,9,3,MN,4,1,1,1,1
6684,39,2,3,4, ,3,2,2,5,6,5,1,1,CA,5,1,1,2,1
6685,64,1,1,4, ,3,2,1,3,6,1,9,4,MI,1,2,0,3,5
6686,76,1,1,3, ,3,2,1,1,5,1,1,1,MD,1,3,2,1,5
6687,61,1,2,2, ,1,2,4,5,3,1,2,2,KY,5,3,0,3,5
6688,70,2,1,3, ,3,2,1,5,5,1,9,5,OR,1,3,2,1,5
6689,80,1,1,4, ,1,2,3,9,6,5,9,3,IL,2,3,0,9,6
6690,67,1,4,3, ,2,2,4,5,5,1,2,1,IN,2,3,2,9,5
6691,24,2,1,4, ,1,2,4,4,6,1,2,2,AZ,2,1,2,9,1
6692,51,1,1,4, ,4,2,1,2,6,1,9,1,TN,1,3,0,9,5
6693,34,1,1,4, ,4,2,4,2,6,1,1,1,ID,1,2,2,3,5
6694,43,2,1,4, ,2,2,4,1,6,1,9,1,SD,2,3,1,9,1
6695,51,2,2,3, ,1,1,1,3,5,1,2,7,DC,5,2,1,9,1
6696,63,1,5,4, ,1,2,4,5,6,1,1,2,FL,2,3,0,2,1
6697,37,2,1,4, ,3,2,2,5,6,1,9,2,PA,2,3,0,9,1
6698,75,1,1,4, ,1,2,1,1,6,1,9,3,TX,2,2,1,3,5
6699,71,1,1,3, ,2,2,1,5,5,1,2,3,CO,1,2,2,2,5
6700,27,2,3,4, ,5,2,4,5,6,5,2,2,CA,5,3,0,9,1
6701,80,1,1,0, ,3,2,4,5,9,5,1,1,CA,5,3,1,2,1
6702,52,1,1,4, ,5,2,2,5,6,1,1,1,ME,2,2,1,4,1
6703,68,2,1,4, ,4,2,2,5,6,1,1,1,MD,2,3,1,7,1
6704,19,1,5,3, ,3,1,4,5,5,1,2,2,CA,2,2,1,2,1
6705,57,1,1,4, ,4,2,4,5,6,1,1,7,WI,5,3,1,7,1
6706,58,1,1,4, ,5,2,2,2,6,1,9,1,NY,5,3,1,7,1
6707,40,1,1,2, ,3,2,2,5,3,5,9,4,VA,2,2,2,9,1
6708,30,1,1,2, ,4,2,4,5,3,1,1,1,IL,1,1,2,1,5
6709,59,1,1,2, ,4,2,4,2,3,1,1,1,OK,1,3,2,3,5
6710,71,2,1,3, ,2,2,4,5,5,5,1,5,MI,5,2,1,2,1
6711,73,1,1,4, ,3,2,1,5,6,1,9,1,VA,1,2,2,1,5
6712,0,2,9,2, ,2,2,1,1,3,1,1,4,LA,5,1,1,1,6
6713,73,2,1,4, ,1,2,1,1,6,5,9,5,CO,9,2,0,9,6
6714,68,2,1,3, ,2,1,3,5,5,1,1,1,FL,5,3,1,7,1
6715,47,1,1,3, ,3,2,1,1,4,1,9,3,KY,1,1,2,7,5
6716,63,1,1,3, ,2,2,1,5,5,1,9,1,IL,1,2,0,9,5
6717,48,2,1,3, ,0,2,1,5,5,1,1,1,ND,2,2,3,1,5
6718,59,2,5,3, ,3,1,2,5,5,5,1,3,CA,1,2,0,2,5
6719,35,0,2,3, ,0,2,4,4,4,1,9,5,OH,4,1,0,9,6
6720,73,1,1,4, ,3,2,4,5,6,1,9,2,CA,5,3,1,7,1
6721,56,1,1,3, ,4,2,2,4,5,1,1,1,OH,2,3,2,5,5
6722,70,1,1,4, ,0,2,2,2,6,1,9,1,MO,5,3,1,7,1
6723,80,1,1,4, ,3,2,4,5,6,1,9,1,TX,5,2,1,9,1
6724,34,1,5,1, ,1,2,4,5,2,1,9,2,NY,1,3,0,3,1
6725,72,1,1,3, ,0,2,2,5,5,1,9,3,FL,1,3,1,2,5
6726,59,2,1,3, ,1,2,1,1,5,1,1,5,WI,5,2,1,3,5
6727,61,2,1,2, ,3,1,1,5,3,1,9,1,MO,5,3,1,7,1
6728,69,1,1,0, ,1,2,4,3,8,5,9,8,TX,5,3,1,7,3
6729,0,2,3,4, ,4,2,4,5,6,5,9,1,CA,2,3,0,9,1
6730,74,1,1,4, ,1,2,4,5,6,5,1,1,CA,5,3,1,7,1
6731,50,1,1,4, ,0,2,2,1,6,5,9,1,VA,1,3,0,9,5
6732,31,2,1,2, ,1,2,1,5,3,1,9,2,NE,2,2,1,9,1
6733,62,2,1,4, ,4,2,1,3,6,1,1,7,AR,1,3,0,9,5
6734,60,1,1,4, ,4,2,2,5,6,1,1,1,MN,2,2,0,9,1
6735,63,2,4,4, ,2,2,1,5,6,1,9,7,FL,2,2,0,9,1
6736,56,2,1,3, ,3,1,2,5,5,1,9,2,CA,5,3,1,5,1
6737,32,2,1,4, ,4,2,4,5,6,5,9,1,IL,1,2,0,4,5
6738,65,2,2,3, ,2,1,1,2,5,1,9,3,CA,5,3,1,3,1
6739,59,1,1,4, ,2,2,1,1,6,1,1,1,NY,1,3,2,4,5
6740,77,2,1,4, ,4,2,1,2,6,1,1,5,OK,2,3,1,4,1
6741,69,2,5,3, ,1,2,2,1,4,1,1,3,CO,1,1,2,0,5
6742,26,2,1,4, ,2,2,1,4,6,1,2,1,MO,1,2,2,2,5
6743,0,1,1,3, ,4,1,2,4,5,1,9,1,MI,1,2,2,4,5
6744,38,2,5,2, ,1,2,4,2,3,5,9,4,NJ,5,2,1,1,1
6745,30,2,1,4, ,3,1,1,2,6,1,9,7,FL,5,3,1,6,1
6746,60,2,2,4, ,1,2,4,3,6,1,9,3,VA,2,3,1,2,5
6747,36,1,3,2, ,1,2,4,5,3,5,1,1,GA,5,2,1,9,1
6748,68,1,1,3, ,1,2,1,1,4,1,9,3,KS,1,3,0,7,5
6749,26,1,1,4, ,3,2,2,4,6,1,2,2,DC,4,3,2,4,5
6750,80,1,1,4, ,4,2,4,5,6,5,9,1,FL,1,3,2,3,5
6751,32,2,1,4, ,4,1,4,4,6,1,2,1,CA,5,3,1,7,1
6752,0,1,5,1, ,5,2,4,1,2,5,1,4,TX,5,3,0,4,5
6753,80,2,1,4, ,2,2,4,5,6,1,2,5,NY,5,3,0,9,1
6754,31,2,6,4, ,1,2,1,5,6,1,1,2,NC,5,3,1,7,5
6755,37,1,5,0, ,4,2,2,5,9,1,1,1,NY,1,3,2,7,5
6756,26,1,2,2, ,5,2,1,3,3,1,2,2,FL,5,1,0,9,5
6757,20,1,1,2, ,1,2,4,5,3,1,2,7,KY,5,1,0,9,5
6758,72,2,1,3, ,5,2,1,5,5,1,9,1,DC,1,3,2,7,5
6759,65,1,1,4, ,3,2,1,5,6,1,9,7,CA,1,3,2,6,5
6760,47,2,1,3, ,3,2,1,5,5,1,9,3,TX,2,1,2,7,5
6761,18,2,5,2, ,1,2,4,5,3,5,2,3,MS,5,1,0,4,6
6762,27,2,1,1, ,1,2,4,5,2,1,9,2,OR,2,2,3,6,1
6763,48,2,1,3, ,3,2,2,3,5,1,2,7,FL,1,2,1,2,1
6764,74,1,1,2, ,3,2,2,3,3,1,1,1,NY,5,1,0,9,1
6765,69,2,1,3, ,3,2,1,1,5,1,9,5,TX,1,3,2,5,5
6766,52,1,1,2, ,1,2,1,5,3,1,9,2,IN,2,2,1,1,5
6767,63,2,1,3, ,4,2,1,4,5,1,9,3,CA,1,3,0,9,5
6768,58,1,1,4, ,2,1,4,5,6,1,1,1,PA,1,3,1,4,5
6769,55,1,1,3, ,4,1,2,1,5,1,1,1,NJ,2,3,2,7,5
6770,80,2,1,2, ,2,2,4,5,3,1,1,5,PA,5,3,1,3,1
6771,46,2,1,4, ,4,2,4,4,6,1,9,3,NY,5,2,1,2,1
6772,77,2,4,4, ,2,2,1,1,6,5,9,5,FL,1,2,2,5,5
6773,0,1,5,4, ,3,2,4,4,6,5,9,1,WA,2,3,0,5,1
6774,56,2,1,2, ,1,2,4,5,3,1,9,4,AL,1,2,2,2,5
6775,42,2,6,4, ,3,1,4,5,6,1,9,2,NJ,5,3,1,7,1
6776,63,1,1,2, ,1,2,1,3,3,1,9,2,TN,1,3,2,5,5
6777,24,1,1,3, ,4,1,4,5,5,1,9,2,TN,1,3,2,3,5
6778,42,2,1,3, ,3,2,4,1,4,5,1,1,SC,1,3,2,2,5
6779,67,2,1,4, ,5,2,1,5,6,1,1,1,IL,5,3,1,7,1
6780,78,2,1,0, ,4,1,3,4,9,1,1,5,NY,5,3,1,6,1
6781,65,1,1,4, ,4,2,2,5,6,1,9,1,MA,5,3,1,7,1
6782,25,1,1,4, ,3,1,2,5,6,1,9,2,OH,2,3,1,5,5
6783,24,2,1,4, ,5,2,1,5,6,1,2,2,VA,5,3,1,3,1
6784,40,2,1,4, ,4,2,1,1,6,1,9,1,FL,1,2,2,4,5
6785,60,1,5,4, ,3,2,2,1,6,1,1,1,TX,1,2,1,7,5
6786,48,2,1,4, ,4,2,1,3,6,1,1,3,SD,1,2,0,3,5
6787,32,2,2,2, ,2,2,1,5,3,1,2,2,AL,5,3,1,4,1
6788,49,2,1,4, ,1,2,1,1,6,1,9,1,FL,1,1,2,0,1
6789,71,1,1,3, ,2,2,4,2,5,1,1,3,AZ,5,3,1,7,1
6790,72,1,1,3, ,3,2,1,2,5,1,1,1,KY,5,2,0,9,5
6791,80,2,6,3, ,2,2,4,1,5,1,1,3,SC,5,3,3,9,5
6792,0,2,1,4, ,5,2,4,1,6,1,1,1,UT,1,1,2,1,5
6793,70,2,1,3, ,1,2,4,5,5,1,2,3,CA,2,2,1,1,1
6794,33,1,1,4, ,3,2,4,5,6,1,2,2,SC,2,1,1,1,5
6795,34,2,5,2, ,2,2,4,5,3,1,9,7,MA,2,2,0,3,1
6796,80,2,2,2, ,2,2,1,1,3,1,1,5,MO,5,3,1,2,1
6797,54,2,4,3, ,1,2,4,5,5,1,2,7,MS,5,3,0,9,1
6798,53,2,1,3, ,4,2,1,1,5,1,9,1,MI,1,2,2,5,5
6799,59,2,5,3, ,2,2,1,1,5,5,9,1,CA,2,3,1,1,1
6800,38,1,1,2, ,4,1,4,5,3,1,1,1,PA,2,2,2,2,1
6801,27,1,3,4, ,3,2,4,3,6,5,2,7,GA,5,2,1,2,5
6802,51,2,1,4, ,0,2,1,3,6,1,1,5,IA,1,3,2,1,5
6803,53,1,1,4, ,0,1,4,5,6,5,9,1,NY,2,2,0,9,1
6804,31,1,1,4, ,4,1,4,5,6,1,9,1,OH,2,3,1,1,1
6805,31,1,1,4, ,2,2,2,5,6,1,2,2,SC,1,2,2,9,6
6806,75,1,1,4, ,4,1,2,5,6,5,9,1,TN,1,3,2,2,5
6807,72,1,1,3, ,3,2,4,5,5,1,9,1,OH,2,3,1,7,5
6808,34,2,6,4, ,4,2,4,5,6,1,1,1,OR,5,3,1,7,1
6809,40,2,2,4, ,5,2,3,5,6,1,9,7,MO,2,3,0,9,1
6810,64,1,1,3, ,4,2,3,4,5,1,1,1,TX,1,3,2,7,5
6811,21,2,1,3, ,2,2,4,5,5,5,9,1,AZ,2,2,0,7,5
6812,0,1,1,3, ,1,2,1,2,4,1,1,1,ND,1,1,2,3,5
6813,53,1,2,0, ,3,2,1,1,9,1,9,1,GA,5,1,1,5,5
6814,61,1,5,1, ,3,2,4,5,2,5,1,1,CA,5,2,1,2,5
6815,80,2,1,2, ,2,1,2,1,3,1,9,5,MO,1,3,2,3,5
6816,65,2,2,4, ,5,2,4,2,6,1,9,1,IL,2,3,1,5,5
6817,25,2,1,3, ,4,2,4,5,5,1,9,2,MN,5,2,0,9,1
6818,64,2,1,4, ,3,2,4,1,6,1,1,1,NC,2,3,1,7,1
6819,0,2,1,3, ,3,2,1,1,5,1,9,1,OH,1,3,1,1,5
6820,70,2,1,3, ,3,1,2,5,5,5,9,1,CT,1,3,1,7,5
6821,58,2,1,4, ,4,2,1,2,6,1,1,1,CA,1,3,2,7,5
6822,67,2,1,3, ,3,2,2,4,4,1,9,1,NY,5,3,1,7,1
6823,58,1,1,3, ,4,1,2,2,5,1,9,1,NJ,1,3,0,9,5
6824,65,2,1,4, ,3,2,1,2,6,1,9,5,CT,5,2,1,3,1
6825,76,2,1,2, ,2,2,1,1,3,1,9,5,DE,1,2,0,9,6
6826,32,2,1,4, ,4,2,2,1,6,1,9,1,NJ,2,2,2,7,5
6827,45,2,1,3, ,4,2,1,1,4,1,9,1,MN,1,3,2,4,5
6828,52,2,1,3, ,5,1,4,3,4,1,9,7,SC,2,2,2,4,5
6829,34,2,4,2, ,1,2,1,3,3,1,1,7,LA,1,3,0,9,5
6830,21,1,1,2, ,3,2,1,5,3,1,2,2,MO,5,1,0,9,5
6831,59,1,1,4, ,1,2,1,3,6,1,9,1,MS,1,2,2,3,5
6832,57,2,1,3, ,1,2,1,2,5,1,1,1,OH,1,3,2,4,1
6833,80,2,1,1, ,2,2,2,5,2,5,9,5,CT,5,2,2,2,1
6834,68,2,2,4, ,2,2,1,1,6,5,9,1,FL,2,3,1,6,5
6835,76,1,1,2, ,4,2,1,1,3,1,9,1,PA,1,3,2,7,5
6836,80,1,1,3, ,0,2,1,2,5,1,1,1,CA,1,3,2,9,5
6837,62,1,1,4, ,4,2,4,5,6,1,1,1,OR,2,3,1,7,1
6838,75,2,1,4, ,3,2,1,5,6,1,9,1,KS,2,3,1,1,1
6839,26,2,1,2, ,3,2,4,5,3,1,9,7,OH,1,1,2,3,5
6840,62,1,1,3, ,3,2,4,1,5,1,1,1,OH,1,3,2,6,5
6841,36,1,1,3, ,4,2,4,5,5,1,1,2,WA,2,3,1,3,1
6842,40,2,1,2, ,3,2,4,5,3,1,9,1,ID,1,3,2,3,5
6843,42,2,1,2, ,4,2,4,5,3,1,1,7,SC,2,1,1,3,1
6844,52,1,1,4, ,4,2,2,2,6,1,9,1,LA,1,3,2,7,5
6845,63,2,1,3, ,3,1,2,5,5,1,9,1,MO,5,1,1,5,5
6846,40,1,1,4, ,4,2,3,1,6,5,9,1,MD,1,3,2,1,5
6847,69,1,1,3, ,1,2,4,5,5,1,1,1,IL,2,3,2,7,5
6848,29,1,2,3, ,2,2,4,4,5,1,2,2,DE,2,3,0,9,5
6849,68,2,1,3, ,1,2,1,5,4,1,9,3,TN,2,2,2,2,5
6850,0,1,1,0, ,0,0,4,5,9,1,9,1,GA,9,2,0,9,6
6851,72,1,1,4, ,5,2,1,4,6,5,1,1,OH,1,3,2,6,5
6852,40,2,1,3, ,4,2,1,3,5,1,9,1,LA,1,2,0,9,5
6853,69,2,1,3, ,3,2,1,1,5,1,9,1,KY,1,3,1,7,5
6854,62,2,1,4, ,3,2,1,5,6,1,2,1,NC,5,3,1,5,1
6855,56,1,1,4, ,3,2,2,5,6,1,9,2,NJ,2,3,1,5,1
6856,70,2,4,4, ,3,2,1,3,6,1,1,1,TX,2,2,2,2,5
6857,46,2,3,4, ,4,1,4,5,6,5,9,1,OR,5,2,1,9,1
6858,63,1,1,4, ,5,2,4,5,6,1,1,1,AL,5,3,1,7,1
6859,33,2,1,4, ,4,2,2,4,6,1,9,1,NY,1,1,2,7,5
6860,30,1,2,3, ,3,2,1,1,4,1,9,1,FL,4,2,1,7,1
6861,36,2,1,4, ,3,2,4,5,6,1,2,2,OH,5,3,1,7,1
6862,48,1,1,4, ,0,2,1,2,6,1,9,1,MI,4,3,1,7,5
6863,31,1,5,3, ,4,2,2,3,5,1,1,1,TX,1,3,2,2,5
6864,65,1,1,3, ,1,2,1,1,5,1,9,1,FL,1,2,2,3,5
6865,57,2,5,2, ,3,2,4,1,3,5,9,3,FL,1,3,0,9,5
6866,58,2,1,2, ,2,2,4,5,3,1,1,1,MI,1,3,2,1,5
6867,31,1,1,3, ,3,2,4,5,5,1,1,2,OH,2,3,2,7,5
6868,46,1,1,4, ,3,2,4,5,6,1,9,2,MT,5,2,0,9,1
6869,77,1,1,4, ,3,2,3,5,6,1,1,1,MA,5,3,1,7,1
6870,73,2,5,3, ,2,1,4,5,5,5,1,3,NC,1,3,2,7,5
6871,20,2,6,4, ,3,2,4,4,6,5,1,2,NJ,5,2,1,2,1
6872,30,1,1,4, ,1,2,4,5,6,1,9,2,CA,4,1,0,7,1
6873,80,1,1,2, ,2,2,4,1,3,1,9,5,IA,5,2,0,9,1
6874,63,1,1,3, ,4,2,1,2,5,1,9,2,CO,2,3,1,3,5
6875,59,2,1,4, ,5,1,2,3,6,1,1,1,MA,2,2,1,4,1
6876,66,1,1,3, ,3,1,4,3,4,1,1,1,MN,5,3,1,7,1
6877,80,2,2,2, ,2,2,1,5,3,1,9,5,DC,5,2,0,9,1
6878,37,1,5,4, ,5,2,4,5,6,5,2,7,NY,5,3,1,4,1
6879,50,1,1,2, ,1,0,4,5,3,1,9,2,CA,1,2,1,9,5
6880,27,2,5,2, ,1,2,4,3,3,5,2,2,KS,5,2,0,9,5
6881,23,1,1,4, ,4,2,4,5,6,1,9,2,DC,5,3,1,5,1
6882,30,1,1,4, ,2,2,4,5,6,1,2,2,CT,5,1,1,7,5
6883,32,2,1,4, ,2,2,4,1,6,1,9,1,DC,2,3,1,4,1
6884,65,2,1,3, ,4,2,2,5,5,1,1,3,WA,5,3,1,4,1
6885,45,2,3,3, ,1,2,1,5,4,1,9,2,MS,2,3,2,2,5
6886,60,1,1,2, ,3,1,1,1,3,1,9,7,ME,1,3,0,3,5
6887,21,1,2,3, ,1,2,4,4,4,1,9,7,NC,2,3,0,9,5
6888,68,2,1,3, ,1,2,1,1,5,5,1,1,ID,2,2,1,7,1
6889,40,1,1,3, ,3,2,4,5,5,1,1,1,MA,2,2,2,3,5
6890,49,2,2,3, ,2,2,1,4,5,1,2,2,NJ,5,2,0,9,1
6891,20,2,5,3, ,1,2,3,5,5,1,9,7,PA,5,3,1,6,1
6892,51,2,1,4, ,3,2,1,1,6,1,9,1,TX,1,2,2,4,5
6893,42,2,1,2, ,1,2,4,5,3,1,9,3,IN,5,2,1,9,5
6894,56,2,2,1, ,1,2,1,1,2,1,1,4,TX,2,2,1,9,1
6895,21,1,1,0, ,4,2,2,1,9,1,9,2,TX,1,3,2,7,5
6896,35,1,1,2, ,3,2,1,5,3,1,9,1,AL,1,3,2,7,5
6897,32,2,2,3, ,1,2,4,5,4,1,9,7,LA,2,2,0,9,5
6898,41,1,1,4, ,5,2,4,5,6,1,1,1,CO,5,3,1,4,1
6899,20,1,2,2, ,1,2,4,5,3,1,9,1,NY,2,1,0,9,1
6900,67,2,1,3, ,2,2,1,3,4,1,2,3,OH,1,3,1,9,5
6901,19,2,1,3, ,4,1,1,1,5,1,2,2,WA,1,2,2,1,5
6902,23,2,5,4, ,1,2,4,5,6,5,2,7,AZ,2,3,1,4,1
6903,50,1,4,4, ,3,2,1,2,6,1,9,2,GA,2,3,3,7,1
6904,34,1,3,4, ,4,2,1,5,6,5,9,1,NY,5,3,1,1,5
6905,35,2,1,3, ,1,2,4,5,5,5,2,2,VA,2,2,1,6,1
6906,42,1,1,4, ,4,2,1,1,6,1,1,1,MI,1,3,2,5,5
6907,0,1,1,4, ,3,2,4,5,6,1,9,5,MO,1,3,2,0,5
6908,28,1,1,4, ,3,2,4,1,6,1,9,2,FL,1,3,3,7,5
6909,33,1,1,4, ,5,2,4,5,6,5,9,2,TX,2,3,1,7,5
6910,75,2,1,3, ,0,1,2,5,5,1,9,1,NY,1,3,0,9,5
6911,41,2,1,3, ,2,2,4,5,5,1,2,7,FL,4,3,1,7,1
6912,61,2,1,4, ,1,2,1,1,6,1,1,2,TN,2,2,1,5,1
6913,32,1,3,4, ,1,2,4,5,6,5,2,1,MN,2,2,1,2,1
6914,42,1,1,4, ,4,2,4,5,6,5,1,2,MO,5,2,0,9,1
6915,34,1,2,2, ,1,2,4,3,3,1,9,2,MA,1,2,0,1,5
6916,49,1,3,4, ,4,2,4,5,6,1,9,1,WA,2,2,0,9,1
6917,64,2,1,3, ,3,2,2,5,5,1,1,3,FL,1,3,0,9,1
6918,38,1,2,4, ,2,2,4,5,6,1,9,2,MD,2,2,1,3,1
6919,65,2,1,3, ,3,2,1,5,5,1,1,3,VA,4,2,0,9,5
6920,36,2,1,3, ,3,2,4,5,5,1,9,7,ME,5,3,1,7,1
6921,66,1,1,3, ,1,2,1,1,5,1,1,1,TX,2,1,1,9,5
6922,71,1,1,3, ,3,1,4,2,4,1,9,1,TX,1,3,2,7,5
6923,32,2,1,4, ,3,1,4,5,6,1,9,1,MN,5,3,1,7,1
6924,65,2,1,2, ,2,2,1,4,3,1,1,1,OK,2,3,2,1,5
6925,54,1,5,3, ,4,2,1,1,5,1,9,1,CA,1,2,2,7,5
6926,51,2,1,4, ,0,2,4,5,6,1,9,3,IL,2,3,0,9,5
6927,38,1,2,3, ,2,1,1,1,4,1,9,5,IL,5,3,1,2,1
6928,0,1,5,3, ,2,1,1,4,4,1,9,1,CA,5,3,1,2,1
6929,44,1,1,2, ,3,2,1,5,3,1,2,7,TN,2,2,0,4,5
6930,60,1,2,2, ,3,2,1,5,3,1,2,7,IL,5,3,1,7,5
6931,46,2,1,4, ,4,2,4,4,6,1,1,3,NC,2,3,1,5,5
6932,72,1,1,4, ,5,2,1,3,6,1,1,1,GA,2,3,1,7,5
6933,22,1,5,3, ,3,2,4,5,5,1,2,2,TX,5,2,1,7,1
6934,69,2,1,3, ,2,2,2,4,5,1,2,4,NC,1,3,2,2,5
6935,74,1,1,4, ,4,1,1,5,6,1,1,1,IL,5,3,1,5,1
6936,73,2,1,3, ,1,2,2,5,5,1,9,3,FL,5,3,1,1,5
6937,77,2,1,3, ,2,1,1,4,5,1,9,1,SC,5,3,1,7,1
6938,73,1,1,3, ,2,2,2,5,5,1,9,1,FL,5,3,1,1,1
6939,51,1,1,4, ,5,2,4,5,6,1,1,1,MA,5,3,1,4,1
6940,59,1,1,3, ,3,2,4,5,5,1,1,1,NV,1,3,2,2,5
6941,70,1,1,4, ,2,2,1,5,6,1,9,3,TX,1,3,0,4,5
6942,53,1,1,4, ,4,2,2,1,6,1,1,1,AR,1,1,2,1,5
6943,75,1,5,4, ,1,2,2,4,6,5,1,1,FL,5,3,1,1,5
6944,50,1,1,2, ,3,2,4,5,3,1,1,1,OK,1,2,2,2,5
6945,80,2,1,4, ,1,1,2,1,6,1,9,5,MA,2,3,1,7,1
6946,43,2,5,4, ,5,2,2,3,6,5,1,1,FL,1,2,0,9,5
6947,80,1,1,3, ,2,2,3,5,5,1,1,5,WA,5,3,1,3,1
6948,80,1,1,4, ,3,2,1,2,6,1,9,1,MO,1,3,1,3,5
6949,34,2,3,4, ,3,2,2,1,6,5,1,1,WA,2,3,1,5,1
6950,67,2,1,3, ,0,2,1,9,5,5,1,1,PA,5,3,1,5,1
6951,57,2,5,3, ,4,2,4,5,5,1,1,1,CA,5,3,1,7,1
6952,64,2,1,4, ,4,2,1,4,6,1,1,1,IL,1,3,0,9,5
6953,51,1,1,3, ,3,2,1,4,5,1,1,1,PA,5,3,1,7,1
6954,56,2,1,4, ,4,2,2,1,6,1,9,4,LA,1,2,2,2,5
6955,42,2,1,4, ,4,2,4,1,6,1,1,1,CA,1,2,2,4,5
6956,0,2,1,4, ,3,2,4,5,6,1,1,2,IN,5,1,1,7,1
6957,74,1,4,2, ,4,1,2,1,3,1,9,1,MN,2,2,0,2,1
6958,66,2,1,2, ,2,2,1,5,3,1,9,3,WA,2,3,1,3,1
6959,44,2,6,4, ,1,2,1,1,6,1,1,1,KY,1,3,2,0,5
6960,27,2,1,4, ,3,1,4,5,6,1,9,7,MN,4,3,0,9,1
6961,25,1,1,3, ,2,2,4,5,5,1,2,2,LA,2,2,1,6,5
6962,51,2,1,3, ,2,2,1,1,5,1,9,1,GA,2,3,2,7,5
6963,52,1,1,2, ,2,2,2,4,3,1,1,1,NJ,1,3,2,4,5
6964,73,1,9,4, ,1,2,2,1,6,1,9,5,CA,4,3,3,7,5
6965,35,1,5,4, ,4,2,4,5,6,1,1,1,MI,2,3,1,5,1
6966,43,2,1,3, ,4,2,4,5,5,1,9,2,CA,5,3,1,6,6
6967,45,1,1,4, ,5,2,2,2,6,1,9,1,AL,2,2,1,7,1
6968,0,2,2,1, ,1,2,1,3,2,1,9,3,MS,5,2,1,2,5
6969,27,1,3,4, ,4,2,4,5,6,5,9,7,PA,5,3,1,7,1
6970,27,2,3,4, ,3,2,4,5,6,5,2,1,NY,2,2,0,9,1
6971,37,1,1,3, ,3,2,1,5,5,1,9,1,GA,1,3,2,5,5
6972,52,2,1,1, ,3,2,1,2,2,1,2,1,TX,1,3,2,7,5
6973,73,2,1,2, ,3,2,2,3,3,1,9,1,IL,2,3,2,7,5
6974,40,1,2,4, ,5,2,1,5,6,1,1,1,MA,2,3,2,5,5
6975,71,2,1,4, ,3,1,2,5,6,1,1,1,CA,5,3,1,5,1
6976,0,2,1,4, ,4,2,1,1,6,1,1,1,IA,1,2,2,2,5
6977,30,2,5,2, ,3,2,4,5,3,5,1,1,CO,5,2,1,3,1
6978,26,2,6,1, ,2,2,1,5,2,5,9,7,WA,5,3,1,4,1
6979,29,2,1,4, ,4,2,1,5,6,1,1,7,VA,5,1,1,7,1
6980,51,2,5,2, ,1,2,4,4,3,5,9,1,TX,5,2,1,9,5
6981,57,2,1,3, ,3,2,2,5,4,1,1,1,NJ,2,2,2,9,5
6982,52,1,3,3, ,3,2,2,1,5,1,9,1,CA,2,1,0,3,1
6983,75,2,1,4, ,4,2,1,4,6,1,9,1,AL,1,2,0,1,5
6984,25,1,2,4, ,1,2,4,2,6,1,9,2,SC,5,2,1,5,1
6985,0,1,1,2, ,1,2,1,2,3,1,9,5,AL,2,3,2,1,5
6986,48,1,1,4, ,4,1,4,5,6,1,9,1,WA,1,1,1,4,5
6987,30,1,3,4, ,1,1,4,5,6,5,9,1,NJ,5,2,0,3,1
6988,25,2,1,2, ,3,2,4,5,3,1,9,2,PA,1,1,0,9,5
6989,39,2,2,3, ,2,2,1,4,5,1,9,1,AL,5,3,1,9,1
6990,21,1,1,3, ,4,2,4,5,5,1,9,2,WA,2,3,1,2,1
6991,32,1,1,2, ,2,2,1,5,3,5,2,7,WI,2,1,0,1,1
6992,30,2,1,3, ,3,2,4,4,5,1,9,2,OH,5,2,1,7,1
6993,52,1,5,2, ,3,2,2,4,3,5,9,3,WA,2,2,0,9,1
6994,65,2,1,4, ,1,2,4,5,6,1,9,1,MD,5,3,1,7,1
6995,63,1,1,4, ,2,2,1,5,6,1,9,7,MA,2,3,0,2,1
6996,38,0,1,4, ,0,2,4,1,6,1,9,1,AL,2,2,1,9,5
6997,56,1,1,4, ,4,2,4,5,6,1,1,1,MN,2,2,1,1,1
6998,73,2,1,4, ,3,1,4,5,6,1,9,1,IN,5,1,1,5,1
6999,34,1,1,2, ,2,2,2,4,3,1,9,7,FL,2,2,2,1,5
7000,56,2,2,3, ,1,1,4,1,5,5,2,3,NY,5,2,0,9,5
7001,38,1,1,4, ,4,2,4,1,6,1,9,1,UT,1,3,3,3,5
7002,61,1,1,3, ,5,2,2,4,5,1,9,1,CA,1,3,2,1,5
7003,75,2,1,2, ,1,1,4,5,3,5,9,1,FL,1,3,2,4,1
7004,42,1,1,4, ,3,2,4,5,6,1,1,7,CA,5,3,1,2,1
7005,59,2,1,3, ,1,2,2,3,4,1,9,1,MI,1,3,2,5,5
7006,61,2,1,3, ,0,2,4,5,5,1,9,3,WY,2,3,0,4,5
7007,38,2,1,3, ,3,2,1,5,5,1,9,1,PA,1,3,2,1,1
7008,34,1,1,3, ,3,2,1,2,5,5,2,7,FL,1,3,2,5,5
7009,36,2,5,4, ,4,2,3,5,6,1,9,1,AZ,2,3,0,2,1
7010,74,1,1,4, ,4,2,4,5,6,1,1,1,MA,5,3,1,7,1
7011,64,1,1,4, ,4,2,3,5,6,1,1,1,IL,1,3,2,2,5
