responseID,VCF0101,VCF0104,VCF0105a,VCF0130,VCF0302,VCF0310,VCF0705,VCF0733,VCF0305,VCF0803,VCF0901b
66524,33,2,1,4,1,3,2,3,4,4,WI
66525,30,2,1,5,5,3,1,5,4,2,WA
66526,38,2,1,4,1,3,2,4,4,6,OH
66527,66,1,1,2,5,3,1,1,4,2,NJ
66528,20,2,1,2,1,2,2,1,3,6,UT
66529,80,2,1,5,1,3,2,7,4,6,CA
66530,72,2,1,5,1,3,2,7,4,6,MI
66531,67,2,1,1,2,3,1,4,2,3,NJ
66532,48,2,1,2,1,3,2,7,4,6,CA
66533,21,1,6,5,5,1,1,1,3,2,WA
66534,78,1,4,5,2,2,2,2,2,4,OK
66535,34,2,1,5,1,1,3,4,3,4,PA
66536,80,2,1,5,1,3,2,2,4,6,PA
66537,34,2,6,4,5,2,0,9,3,4,OH
66538,41,2,1,4,1,1,2,7,4,6,NC
66539,73,2,1,5,2,3,1,6,2,1,OH
66540,38,1,5,1,1,3,1,3,3,4,CA
66541,69,2,1,5,2,3,2,9,2,4,NY
66542,76,1,1,1,1,3,2,3,4,6,IL
66543,53,1,1,5,2,1,2,1,2,5,MN
66544,49,1,1,2,1,3,2,3,4,6,NE
66545,40,1,1,5,2,3,1,9,2,3,WA
66546,80,2,1,1,5,3,1,6,4,3,KY
66547,28,1,1,5,2,3,0,2,1,1,IL
66548,57,1,1,3,1,3,2,7,4,5,IL
66549,71,2,1,4,5,3,1,0,4,3,GA
66550,38,1,1,5,5,1,1,2,3,1,OR
66551,79,2,6,5,5,1,0,9,4,5,MO
66552,36,1,1,5,5,3,1,7,3,2,WA
66553,21,1,1,5,5,3,0,9,3,4,OR
66554,42,2,1,5,2,3,1,4,2,2,NY
66555,61,1,1,5,2,1,2,2,2,5,TX
66556,53,1,2,4,5,3,1,7,4,4,AL
66557,0,1,5,9,2,1,2,9,1,4,TX
66558,79,1,1,2,5,3,1,3,4,9,OH
66559,63,2,1,5,1,2,2,1,4,6,TN
66560,37,1,1,5,2,2,1,5,2,2,TX
66561,64,2,4,2,1,3,0,9,4,5,NH
66562,63,1,2,4,5,1,0,2,3,2,CT
66563,56,2,6,5,2,2,1,7,1,4,FL
66564,40,2,6,5,2,3,0,9,1,5,VT
66565,56,2,1,5,1,2,2,3,3,5,PA
66566,77,2,1,5,5,3,1,5,4,1,MD
66567,26,2,1,5,1,2,2,7,4,7,PA
66568,80,1,1,1,1,3,2,6,4,6,OK
66569,43,2,1,4,2,3,0,9,2,3,IN
66570,28,1,6,5,2,2,0,9,1,4,WY
66571,33,1,1,1,2,2,1,3,1,3,AZ
66572,67,2,1,3,2,3,2,5,2,6,AL
66573,61,2,2,5,5,3,1,7,4,5,FL
66574,48,1,5,4,2,3,1,2,2,4,TX
66575,62,2,1,1,1,2,0,9,4,6,LA
66576,55,1,1,1,2,3,1,4,2,6,NC
66577,67,1,1,2,1,3,0,9,4,7,VA
66578,36,2,1,3,5,2,0,9,3,3,MS
66579,78,2,1,2,1,2,0,3,4,4,PA
66580,36,1,1,1,5,3,1,7,4,4,MA
66581,64,1,1,5,2,3,1,1,2,4,NJ
66582,45,2,1,2,2,2,2,4,2,4,SD
66583,38,2,2,4,5,3,0,3,3,2,PA
66584,24,1,6,4,5,2,0,9,3,9,OH
66585,65,1,1,5,1,3,2,3,4,9,TX
66586,0,2,1,4,1,2,0,9,3,5,CT
66587,37,2,1,5,5,1,1,1,4,9,CA
66588,58,1,1,4,1,1,2,1,3,9,PA
66589,62,2,1,5,5,2,1,5,4,9,CA
66590,44,1,1,5,5,3,1,5,4,2,OR
66591,54,1,1,5,2,1,0,3,2,5,AZ
66592,42,2,2,1,2,3,3,5,2,4,MI
66593,37,2,1,5,4,2,2,9,1,9,WY
66594,0,2,5,4,5,2,0,7,3,4,TX
66595,32,1,1,5,2,2,1,2,2,3,VT
66596,67,1,1,5,4,3,2,1,2,6,WV
66597,19,2,5,1,5,2,1,2,4,2,CA
66598,33,2,5,2,2,2,3,7,2,3,AL
66599,63,1,1,4,5,3,0,9,4,4,OH
66600,55,1,1,4,1,1,2,5,4,6,TX
66601,0,0,9,5,1,1,2,4,4,6,OH
66602,80,1,1,2,5,3,0,9,3,9,PA
66603,27,2,1,2,1,1,2,3,4,6,TX
66604,38,1,5,5,2,1,0,1,2,9,OK
66605,46,2,1,5,1,2,0,9,3,5,OH
66606,48,2,1,2,5,1,0,7,4,0,CA
66607,60,1,1,5,1,2,0,9,3,4,VA
66608,37,1,4,5,5,3,0,7,4,4,CO
66609,49,2,2,2,5,3,1,1,4,9,MS
66610,80,1,1,5,5,3,1,6,4,4,CA
66611,39,2,5,4,5,3,0,9,3,2,NY
66612,27,2,2,5,5,1,3,2,3,9,GA
66613,61,2,1,4,2,3,2,1,2,6,MS
66614,37,2,2,1,5,2,0,9,4,9,LA
66615,69,1,1,4,1,3,2,5,4,6,MO
66616,19,2,3,4,2,2,1,4,2,4,GA
66617,55,1,1,5,1,1,1,5,3,6,MD
66618,72,2,1,4,5,3,1,5,4,3,CA
66619,20,2,1,5,2,2,1,2,2,2,NC
66620,65,2,1,1,1,2,2,9,3,7,NJ
66621,69,2,1,1,5,3,1,7,3,4,WV
66622,79,2,1,1,5,3,1,2,4,4,KY
66623,27,2,1,5,5,3,1,7,3,2,MA
66624,53,2,2,5,5,3,1,7,4,6,NY
66625,35,2,1,5,1,1,0,1,4,9,OH
66626,59,2,5,3,5,3,1,2,4,9,VA
66627,47,2,1,5,4,1,1,1,2,2,MN
66628,39,2,3,5,5,1,1,2,3,4,CA
66629,64,1,1,3,1,2,0,3,4,6,MI
66630,76,1,1,1,1,3,2,1,3,5,MD
66631,61,1,2,5,5,3,0,3,4,4,KY
66632,70,2,1,5,1,3,2,1,4,6,OR
66633,80,1,1,9,2,3,0,9,0,4,IL
66634,67,1,4,5,2,3,2,9,1,4,IN
66635,24,2,1,4,2,1,2,9,2,3,AZ
66636,51,1,1,2,1,3,0,9,4,6,TN
66637,34,1,1,2,1,2,2,3,4,7,ID
66638,43,2,1,1,2,3,1,9,2,4,SD
66639,51,2,2,3,5,2,1,9,4,4,DC
66640,63,1,5,5,2,3,0,2,2,2,FL
66641,37,2,1,5,2,3,0,9,2,4,PA
66642,75,1,1,1,2,2,1,3,1,5,TX
66643,71,1,1,5,1,2,2,2,4,6,CO
66644,27,2,3,5,5,3,0,9,3,2,CA
66645,80,1,1,5,5,3,1,2,4,2,CA
66646,52,1,1,5,2,2,1,4,2,4,ME
66647,68,2,1,5,2,3,1,7,2,2,MD
66648,19,1,5,5,2,2,1,2,2,3,CA
66649,57,1,1,5,5,3,1,7,3,2,WI
66650,58,1,1,2,5,3,1,7,3,4,NY
66651,40,1,1,5,2,2,2,9,1,3,VA
66652,30,1,1,5,1,1,2,1,3,5,IL
66653,59,1,1,2,1,3,2,3,3,9,OK
66654,71,2,1,5,5,2,1,2,3,4,MI
66655,73,1,1,5,1,2,2,1,4,9,VA
66656,0,2,9,1,5,1,1,1,4,4,LA
66657,73,2,1,1,9,2,0,9,1,4,CO
66658,68,2,1,5,5,3,1,7,4,1,FL
66659,47,1,1,1,1,1,2,7,3,7,KY
66660,63,1,1,5,1,2,0,9,3,9,IL
66661,48,2,1,5,2,2,3,1,1,5,ND
66662,59,2,5,5,1,2,0,2,3,5,CA
66663,35,0,2,4,4,1,0,9,1,9,OH
66664,73,1,1,5,5,3,1,7,4,2,CA
66665,56,1,1,4,2,3,2,5,2,6,OH
66666,70,1,1,2,5,3,1,7,4,2,MO
66667,80,1,1,5,5,2,1,9,3,3,TX
66668,34,1,5,5,1,3,0,3,4,3,NY
66669,72,1,1,5,1,3,1,2,3,5,FL
66670,59,2,1,1,5,2,1,3,4,9,WI
66671,61,2,1,5,5,3,1,7,4,2,MO
66672,69,1,1,3,5,3,1,7,3,4,TX
66673,0,2,3,5,2,3,0,9,2,4,CA
66674,74,1,1,5,5,3,1,7,4,1,CA
66675,50,1,1,1,1,3,0,9,4,7,VA
66676,31,2,1,5,2,2,1,9,2,1,NE
66677,62,2,1,3,1,3,0,9,4,6,AR
66678,60,1,1,5,2,2,0,9,2,4,MN
66679,63,2,4,5,2,2,0,9,1,3,FL
66680,56,2,1,5,5,3,1,5,4,2,CA
66681,32,2,1,5,1,2,0,4,3,5,IL
66682,65,2,2,2,5,3,1,3,4,3,CA
66683,59,1,1,1,1,3,2,4,4,6,NY
66684,77,2,1,2,2,3,1,4,2,3,OK
66685,69,2,5,1,1,1,2,0,4,6,CO
66686,26,2,1,4,1,2,2,2,3,5,MO
66687,0,1,1,4,1,2,2,4,3,9,MI
66688,38,2,5,2,5,2,1,1,3,3,NJ
66689,30,2,1,2,5,3,1,6,4,2,FL
66690,60,2,2,3,2,3,1,2,2,5,VA
66691,36,1,3,5,5,2,1,9,3,4,GA
66692,68,1,1,1,1,3,0,7,3,6,KS
66693,26,1,1,4,4,3,2,4,2,5,DC
66694,80,1,1,5,1,3,2,3,4,6,FL
66695,32,2,1,4,5,3,1,7,4,3,CA
66696,0,1,5,1,5,3,0,4,3,4,TX
66697,80,2,1,5,5,3,0,9,4,2,NY
66698,31,2,6,5,5,3,1,7,3,9,NC
66699,37,1,5,5,1,3,2,7,4,6,NY
66700,26,1,2,3,5,1,0,9,4,5,FL
66701,20,1,1,5,5,1,0,9,4,4,KY
66702,72,2,1,5,1,3,2,7,4,5,DC
66703,65,1,1,5,1,3,2,6,4,6,CA
66704,47,2,1,5,2,1,2,7,2,6,TX
66705,18,2,5,5,5,1,0,4,4,9,MS
66706,27,2,1,5,2,2,3,6,2,4,OR
66707,48,2,1,3,1,2,1,2,4,4,FL
66708,74,1,1,3,5,1,0,9,3,4,NY
66709,69,2,1,1,1,3,2,5,4,6,TX
66710,52,1,1,5,2,2,1,1,2,9,IN
66711,63,2,1,4,1,3,0,9,4,6,CA
66712,58,1,1,5,1,3,1,4,3,5,PA
66713,55,1,1,1,2,3,2,7,2,4,NJ
66714,80,2,1,5,5,3,1,3,3,2,PA
66715,46,2,1,4,5,2,1,2,3,3,NY
66716,77,2,4,1,1,2,2,5,4,7,FL
66717,0,1,5,4,2,3,0,5,2,4,WA
66718,56,2,1,5,1,2,2,2,4,5,AL
66719,42,2,6,5,5,3,1,7,3,1,NJ
66720,63,1,1,3,1,3,2,5,4,9,TN
66721,24,1,1,5,1,3,2,3,4,6,TN
66722,42,2,1,1,1,3,2,2,4,4,SC
66723,67,2,1,5,5,3,1,7,4,3,IL
66724,78,2,1,4,5,3,1,6,3,3,NY
66725,65,1,1,5,5,3,1,7,4,1,MA
66726,25,1,1,5,2,3,1,5,2,5,OH
66727,24,2,1,5,5,3,1,3,4,3,VA
66728,40,2,1,1,1,2,2,4,4,6,FL
66729,60,1,5,1,1,2,1,7,3,6,TX
66730,48,2,1,3,1,2,0,3,4,6,SD
66731,32,2,2,5,5,3,1,4,4,9,AL
66732,49,2,1,1,1,1,2,0,3,3,FL
66733,71,1,1,2,5,3,1,7,4,3,AZ
66734,72,1,1,2,5,2,0,9,3,9,KY
66735,80,2,6,1,5,3,3,9,4,4,SC
66736,0,2,1,1,1,1,2,1,4,6,UT
66737,70,2,1,5,2,2,1,1,2,3,CA
66738,33,1,1,5,2,1,1,1,2,4,SC
66739,34,2,5,5,2,2,0,3,1,2,MA
66740,80,2,2,1,5,3,1,2,4,4,MO
66741,54,2,4,5,5,3,0,9,4,9,MS
66742,53,2,1,1,1,2,2,5,4,6,MI
66743,59,2,5,1,2,3,1,1,1,3,CA
66744,38,1,1,5,2,2,2,2,1,4,PA
66745,27,1,3,3,5,2,1,2,3,5,GA
66746,51,2,1,3,1,3,2,1,4,6,IA
66747,53,1,1,5,2,2,0,9,1,3,NY
66748,31,1,1,5,2,3,1,1,2,2,OH
66749,31,1,1,5,1,2,2,9,3,4,SC
66750,75,1,1,5,1,3,2,2,4,6,TN
66751,72,1,1,5,2,3,1,7,2,4,OH
66752,34,2,6,5,5,3,1,7,4,2,OR
66753,40,2,2,5,2,3,0,9,1,4,MO
66754,64,1,1,4,1,3,2,7,4,6,TX
66755,21,2,1,5,2,2,0,7,1,4,AZ
66756,0,1,1,2,1,1,2,3,3,5,ND
66757,53,1,2,1,5,1,1,5,4,9,GA
66758,61,1,5,5,5,2,1,2,0,4,CA
66759,80,2,1,1,1,3,2,3,4,7,MO
66760,65,2,2,2,2,3,1,5,2,4,IL
66761,25,2,1,5,5,2,0,9,3,3,MN
66762,64,2,1,1,2,3,1,7,2,2,NC
66763,0,2,1,1,1,3,1,1,3,4,OH
66764,70,2,1,5,1,3,1,7,3,9,CT
66765,58,2,1,2,1,3,2,7,4,6,CA
66766,67,2,1,4,5,3,1,7,4,4,NY
66767,58,1,1,2,1,3,0,9,4,6,NJ
66768,65,2,1,2,5,2,1,3,4,1,CT
66769,76,2,1,1,1,2,0,9,4,9,DE
66770,32,2,1,1,2,2,2,7,2,7,NJ
66771,45,2,1,1,1,3,2,4,4,6,MN
66772,52,2,1,3,2,2,2,4,1,4,SC
66773,34,2,4,3,1,3,0,9,3,4,LA
66774,21,1,1,5,5,1,0,9,3,9,MO
66775,59,1,1,3,1,2,2,3,3,6,MS
66776,57,2,1,2,1,3,2,4,4,2,OH
66777,80,2,1,5,5,2,2,2,4,2,CT
66778,68,2,2,1,2,3,1,6,1,5,FL
66779,76,1,1,1,1,3,2,7,4,7,PA
66780,80,1,1,2,1,3,2,9,4,6,CA
66781,62,1,1,5,2,3,1,7,2,3,OR
66782,75,2,1,5,2,3,1,1,2,4,KS
66783,26,2,1,5,1,1,2,3,3,4,OH
66784,62,1,1,1,1,3,2,6,4,6,OH
66785,36,1,1,5,2,3,1,3,2,3,WA
66786,40,2,1,5,1,3,2,3,4,6,ID
66787,42,2,1,5,2,1,1,3,1,2,SC
66788,52,1,1,2,1,3,2,7,4,6,LA
66789,63,2,1,5,5,1,1,5,4,4,MO
66790,40,1,1,1,1,3,2,1,3,6,MD
66791,69,1,1,5,2,3,2,7,2,9,IL
66792,29,1,2,4,2,3,0,9,2,4,DE
66793,68,2,1,5,2,2,2,2,2,4,TN
66794,0,1,1,5,9,2,0,9,1,4,GA
66795,72,1,1,4,1,3,2,6,4,6,OH
66796,40,2,1,3,1,2,0,9,4,6,LA
66797,69,2,1,1,1,3,1,7,3,4,KY
66798,62,2,1,5,5,3,1,5,4,4,NC
66799,56,1,1,5,2,3,1,5,2,4,NJ
66800,70,2,4,3,2,2,2,2,2,4,TX
66801,46,2,3,5,5,2,1,9,3,4,OR
66802,63,1,1,5,5,3,1,7,4,2,AL
66803,33,2,1,4,1,1,2,7,4,6,NY
66804,30,1,2,1,4,2,1,7,1,4,FL
66805,36,2,1,5,5,3,1,7,4,2,OH
66806,48,1,1,2,4,3,1,7,2,4,MI
66807,31,1,5,3,1,3,2,2,4,7,TX
66808,65,1,1,1,1,2,2,3,4,6,FL
66809,57,2,5,1,1,3,0,9,4,6,FL
66810,58,2,1,5,1,3,2,1,4,7,MI
66811,31,1,1,5,2,3,2,7,2,5,OH
66812,46,1,1,5,5,2,0,9,3,2,MT
66813,77,1,1,5,5,3,1,7,4,2,MA
66814,73,2,5,5,1,3,2,7,4,6,NC
66815,20,2,6,4,5,2,1,2,3,2,NJ
66816,30,1,1,5,4,1,0,7,1,1,CA
66817,80,1,1,1,5,2,0,9,4,9,IA
66818,63,1,1,2,2,3,1,3,1,5,CO
66819,59,2,1,3,2,2,1,4,2,4,MA
66820,66,1,1,3,5,3,1,7,4,2,MN
66821,80,2,2,5,5,2,0,9,3,4,DC
66822,37,1,5,5,5,3,1,4,3,3,NY
66823,50,1,1,5,1,2,1,9,4,6,CA
66824,27,2,5,3,5,2,0,9,3,5,KS
66825,23,1,1,5,5,3,1,5,3,2,DC
66826,30,1,1,5,5,1,1,7,3,4,CT
66827,32,2,1,1,2,3,1,4,2,3,DC
66828,65,2,1,5,5,3,1,4,4,2,WA
66829,45,2,3,5,2,3,2,2,1,4,MS
66830,60,1,1,1,1,3,0,3,3,6,ME
66831,21,1,2,4,2,3,0,9,2,4,NC
66832,68,2,1,1,2,2,1,7,2,3,ID
66833,40,1,1,5,2,2,2,3,2,9,MA
66834,49,2,2,4,5,2,0,9,4,2,NJ
66835,20,2,5,5,5,3,1,6,4,2,PA
66836,51,2,1,1,1,2,2,4,3,7,TX
66837,42,2,1,5,5,2,1,9,4,4,IN
66838,56,2,2,1,2,2,1,9,2,4,TX
66839,21,1,1,1,1,3,2,7,4,7,TX
66840,35,1,1,5,1,3,2,7,4,7,AL
66841,32,2,2,5,2,2,0,9,1,9,LA
66842,41,1,1,5,5,3,1,4,4,2,CO
66843,20,1,2,5,2,1,0,9,1,9,NY
66844,67,2,1,3,1,3,1,9,4,4,OH
66845,19,2,1,1,1,2,2,1,4,7,WA
66846,23,2,5,5,2,3,1,4,2,3,AZ
66847,50,1,4,2,2,3,3,7,1,4,GA
66848,34,1,3,5,5,3,1,1,4,4,NY
66849,35,2,1,5,2,2,1,6,1,4,VA
66850,42,1,1,1,1,3,2,5,4,6,MI
66851,0,1,1,5,1,3,2,0,4,5,MO
66852,28,1,1,1,1,3,3,7,4,7,FL
66853,33,1,1,5,2,3,1,7,1,4,TX
66854,75,2,1,5,1,3,0,9,4,9,NY
66855,41,2,1,5,4,3,1,7,2,4,FL
66856,61,2,1,1,2,2,1,5,2,2,TN
66857,32,1,3,5,2,2,1,2,2,3,MN
66858,42,1,1,5,5,2,0,9,3,4,MO
66859,34,1,2,3,1,2,0,1,3,9,MA
66860,49,1,3,5,2,2,0,9,2,4,WA
66861,64,2,1,5,1,3,0,9,3,4,FL
66862,38,1,2,5,2,2,1,3,2,3,MD
66863,65,2,1,5,4,2,0,9,1,9,VA
66864,36,2,1,5,5,3,1,7,4,1,ME
66865,66,1,1,1,2,1,1,9,1,4,TX
66866,71,1,1,2,1,3,2,7,4,7,TX
66867,32,2,1,5,5,3,1,7,4,2,MN
66868,65,2,1,4,2,3,2,1,2,9,OK
66869,54,1,5,1,1,2,2,7,4,7,CA
66870,51,2,1,5,2,3,0,9,2,5,IL
66871,38,1,2,1,5,3,1,2,4,9,IL
66872,0,1,5,4,5,3,1,2,4,4,CA
66873,44,1,1,5,2,2,0,4,2,6,TN
66874,60,1,2,5,5,3,1,7,4,9,IL
66875,46,2,1,4,2,3,1,5,2,4,NC
66876,72,1,1,3,2,3,1,7,2,4,GA
66877,22,1,5,5,5,2,1,7,4,2,TX
66878,69,2,1,4,1,3,2,2,4,6,NC
66879,74,1,1,5,5,3,1,5,4,2,IL
66880,73,2,1,5,5,3,1,1,4,4,FL
66881,77,2,1,4,5,3,1,7,4,4,SC
66882,73,1,1,5,5,3,1,1,4,9,FL
66883,51,1,1,5,5,3,1,4,3,1,MA
66884,59,1,1,5,1,3,2,2,4,6,NV
66885,70,1,1,5,1,3,0,4,4,6,TX
66886,53,1,1,1,1,1,2,1,4,6,AR
66887,75,1,5,4,5,3,1,1,3,4,FL
66888,50,1,1,5,1,2,2,2,4,6,OK
66889,80,2,1,1,2,3,1,7,1,3,MA
66890,43,2,5,3,1,2,0,9,4,5,FL
66891,80,1,1,5,5,3,1,3,4,2,WA
66892,80,1,1,2,1,3,1,3,3,5,MO
66893,34,2,3,1,2,3,1,5,2,3,WA
66894,67,2,1,9,5,3,1,5,4,2,PA
66895,57,2,5,5,5,3,1,7,4,2,CA
66896,64,2,1,4,1,3,0,9,4,6,IL
66897,51,1,1,4,5,3,1,7,4,3,PA
66898,56,2,1,1,1,2,2,2,3,4,LA
66899,42,2,1,1,1,2,2,4,4,6,CA
66900,0,2,1,5,5,1,1,7,3,2,IN
66901,74,1,4,1,2,2,0,2,1,9,MN
66902,66,2,1,5,2,3,1,3,2,3,WA
66903,44,2,6,1,1,3,2,0,4,6,KY
66904,27,2,1,5,4,3,0,9,2,1,MN
66905,25,1,1,5,2,2,1,6,2,5,LA
66906,51,2,1,1,2,3,2,7,2,6,GA
66907,52,1,1,4,1,3,2,4,3,9,NJ
66908,73,1,9,1,4,3,3,7,2,6,CA
66909,35,1,5,5,2,3,1,5,1,4,MI
66910,43,2,1,5,5,3,1,6,0,9,CA
66911,45,1,1,2,2,2,1,7,2,3,AL
66912,0,2,2,3,5,2,1,2,4,4,MS
66913,27,1,3,5,5,3,1,7,3,1,PA
66914,27,2,3,5,2,2,0,9,2,2,NY
66915,37,1,1,5,1,3,2,5,4,7,GA
66916,52,2,1,2,1,3,2,7,4,7,TX
66917,73,2,1,3,2,3,2,7,2,6,IL
66918,40,1,2,5,2,3,2,5,2,5,MA
66919,71,2,1,5,5,3,1,5,3,4,CA
66920,0,2,1,1,1,2,2,2,3,6,IA
66921,30,2,5,5,5,2,1,3,3,2,CO
66922,26,2,6,5,5,3,1,4,3,4,WA
66923,29,2,1,5,5,1,1,7,3,3,VA
66924,51,2,5,4,5,2,1,9,3,4,TX
66925,57,2,1,5,2,2,2,9,2,5,NJ
66926,52,1,3,1,2,1,0,3,1,9,CA
66927,75,2,1,4,1,2,0,1,4,6,AL
66928,25,1,2,2,5,2,1,5,4,2,SC
66929,0,1,1,2,2,3,2,1,2,9,AL
66930,48,1,1,5,1,1,1,4,3,4,WA
66931,30,1,3,5,5,2,0,3,4,2,NJ
66932,25,2,1,5,1,1,0,9,3,9,PA
66933,39,2,2,4,5,3,1,9,4,4,AL
66934,21,1,1,5,2,3,1,2,2,2,WA
66935,32,1,1,5,2,1,0,1,1,9,WI
66936,30,2,1,4,5,2,1,7,4,3,OH
66937,52,1,5,4,2,2,0,9,1,9,WA
66938,65,2,1,5,5,3,1,7,4,2,MD
66939,63,1,1,5,2,3,0,2,2,4,MA
66940,38,0,1,1,2,2,1,9,1,4,AL
66941,56,1,1,5,2,2,1,1,1,4,MN
66942,73,2,1,5,5,1,1,5,4,2,IN
66943,34,1,1,4,2,2,2,1,2,5,FL
66944,56,2,2,1,5,2,0,9,3,6,NY
66945,38,1,1,1,1,3,3,3,3,6,UT
66946,61,1,1,4,1,3,2,1,4,6,CA
66947,75,2,1,5,1,3,2,4,3,3,FL
66948,42,1,1,5,5,3,1,2,3,3,CA
66949,59,2,1,3,1,3,2,5,4,6,MI
66950,61,2,1,5,2,3,0,4,1,4,WY
66951,38,2,1,5,1,3,2,1,4,4,PA
66952,34,1,1,2,1,3,2,5,3,6,FL
66953,36,2,5,5,2,3,0,2,2,4,AZ
66954,74,1,1,5,5,3,1,7,4,2,MA
66955,64,1,1,5,1,3,2,2,3,6,IL
66956,22,2,1,4,1,1,0,1,3,5,TX
66957,77,1,9,5,2,3,2,7,2,6,NY
66958,0,1,9,9,1,1,0,9,3,0,NV
66959,37,1,1,5,2,1,1,2,2,4,PA
66960,36,1,1,5,2,3,2,0,2,4,IN
66961,51,1,1,5,2,3,2,7,2,6,NV
66962,27,1,1,5,2,2,1,2,2,2,NY
66963,37,2,2,4,5,2,1,2,3,4,GA
66964,49,2,3,3,9,3,0,9,0,9,GA
66965,28,2,5,3,2,3,1,9,2,2,TX
66966,40,2,1,2,2,2,1,7,1,2,ME
66967,46,1,3,5,2,1,0,2,1,4,TX
66968,21,2,5,2,1,3,0,4,4,6,CA
66969,63,2,1,1,1,3,2,4,4,6,NC
66970,68,1,1,5,5,3,1,9,4,2,SC
66971,27,1,1,5,1,2,2,5,4,6,TX
66972,80,1,5,5,2,2,0,9,1,4,CA
66973,77,2,1,1,5,3,1,3,3,4,WV
66974,64,2,1,1,5,3,1,2,4,4,FL
66975,29,1,1,5,4,3,2,1,2,9,IA
66976,29,1,1,5,2,1,0,3,2,4,TX
66977,60,2,9,5,5,2,0,9,4,9,PA
66978,22,1,5,5,5,3,1,7,4,2,NY
66979,39,2,1,5,1,2,2,1,4,9,PA
66980,67,1,1,5,5,3,1,7,4,3,CA
66981,53,2,1,5,5,3,1,4,4,2,MN
66982,63,2,1,9,2,2,0,5,1,4,CO
66983,50,1,1,5,5,3,0,7,4,2,FL
66984,49,1,1,5,5,3,1,7,3,2,MA
66985,57,1,1,5,1,2,2,9,4,6,KS
66986,70,1,1,5,2,2,0,1,2,3,CA
66987,28,1,1,5,2,1,2,9,1,9,MN
66988,47,2,1,5,4,3,1,7,2,2,WI
66989,28,2,5,5,2,2,0,4,1,4,NM
66990,55,2,1,5,5,3,1,7,4,4,MO
66991,62,2,1,5,1,2,2,2,3,5,MO
66992,62,1,1,9,1,3,2,1,4,6,VT
66993,47,2,5,5,5,2,1,4,4,2,TX
66994,80,1,1,1,1,3,0,5,4,0,KY
66995,80,2,1,5,5,1,1,1,3,2,CA
66996,57,1,5,5,1,3,0,9,4,6,CA
66997,56,2,1,2,1,3,2,7,4,6,NY
66998,77,2,2,1,9,2,0,9,0,9,NC
66999,18,1,4,5,1,3,2,0,4,6,AR
67000,65,2,1,5,1,2,2,5,4,4,IL
67001,30,1,5,5,1,3,2,3,4,4,TX
67002,66,2,1,2,1,3,2,6,4,9,OK
67003,45,2,4,5,2,3,2,7,1,5,CA
67004,26,1,1,1,1,1,2,1,3,5,AR
67005,28,1,1,3,1,1,0,1,4,1,WI
67006,36,2,1,2,2,2,1,7,2,9,TX
67007,36,2,1,1,1,2,2,5,4,7,NC
67008,76,1,5,1,1,3,0,9,4,7,OK
67009,59,1,1,1,1,3,2,9,4,7,GA
67010,0,2,1,1,1,2,2,3,3,6,WA
67011,57,2,1,2,1,2,0,9,4,6,NC
67012,35,2,1,5,2,2,1,1,2,4,TX
67013,42,1,4,5,1,2,2,5,4,4,FL
67014,35,2,3,1,2,2,2,5,1,4,CA
67015,41,1,1,5,2,3,1,5,2,2,CA
67016,37,1,2,5,2,2,3,4,2,6,CA
67017,53,2,1,5,1,3,2,7,4,6,TX
67018,26,2,1,1,2,2,0,3,2,4,OK
67019,45,1,5,5,5,2,0,2,3,4,TX
67020,32,2,1,5,2,2,0,2,2,4,NM
67021,37,1,1,2,2,2,2,5,2,4,NY
67022,38,2,1,5,2,1,0,3,1,4,AZ
67023,50,2,1,5,1,2,0,3,4,6,PA
67024,36,2,1,2,1,3,2,2,4,5,IN
67025,53,1,1,5,2,2,0,1,1,4,FL
67026,0,1,1,5,1,3,2,9,4,5,AZ
67027,25,2,1,5,2,1,1,1,2,4,MN
67028,42,1,1,3,1,3,2,3,4,7,IL
67029,25,2,1,2,1,3,2,7,4,6,MD
67030,61,2,1,5,5,3,1,7,3,3,PA
67031,27,1,1,5,2,1,1,4,2,4,MA
67032,41,1,6,1,2,2,2,1,2,5,CA
67033,56,1,2,3,5,3,1,3,4,4,MS
67034,31,1,1,5,2,2,1,4,2,2,NY
67035,26,1,1,5,4,3,2,2,2,6,GA
67036,61,1,1,5,2,3,1,7,1,3,CO
67037,44,1,1,5,2,3,1,7,2,4,GA
67038,77,1,1,1,1,1,0,0,4,5,FL
67039,27,1,1,2,1,1,0,7,4,9,NC
67040,77,2,1,2,1,2,1,4,3,5,ID
67041,0,1,5,5,2,3,1,4,2,4,FL
67042,31,1,1,5,5,3,0,9,4,2,GA
67043,47,2,1,5,5,3,1,7,4,4,NY
67044,27,2,5,2,4,2,1,0,2,9,CA
67045,69,2,6,5,5,3,1,7,4,1,NY
67046,66,1,1,4,2,3,2,3,2,5,NY
67047,0,1,1,1,2,3,2,4,2,7,MI
67048,65,2,1,1,5,3,0,9,4,6,NC
67049,18,1,5,5,2,2,0,9,1,6,IN
67050,64,2,1,5,1,2,1,7,3,5,MD
67051,22,1,2,5,5,2,1,9,4,9,GA
67052,42,1,5,5,2,3,1,4,2,2,TX
67053,54,2,1,5,2,3,2,6,1,3,AZ
67054,52,2,1,4,1,3,2,5,4,6,FL
67055,80,1,1,1,1,2,2,6,4,7,IA
67056,28,2,1,4,5,2,1,5,3,3,CA
67057,63,1,1,3,1,1,2,3,3,6,WI
