,VCF0105a,VCF0731,VCF0803,VCF0301,VCF0130,VCF0101,VCF0104,VCF0310,VCF0901b
66198,1,1,3,1,5,36,1,3,NM
66199,1,1,9,1,5,77,2,1,FL
66200,5,1,4,6,4,50,1,1,TX
66201,1,1,9,4,5,48,1,2,NY
66202,1,1,3,1,4,68,2,3,VA
66203,1,1,5,7,5,50,2,2,CA
66204,5,1,9,2,5,18,2,2,CA
66205,1,1,2,1,1,67,2,3,MI
66206,5,5,9,2,3,39,2,2,OH
66207,1,1,3,2,2,52,2,2,UT
66208,1,1,3,3,5,73,2,3,FL
66209,1,1,6,7,2,67,1,3,CA
66210,1,1,6,5,1,65,1,3,NC
66211,1,1,5,5,5,30,1,1,MN
66212,1,1,6,7,2,71,2,2,VA
66213,1,1,1,4,5,55,1,1,PA
66214,1,1,9,4,5,46,1,3,PA
66215,1,1,4,6,4,24,2,3,CA
66216,1,1,9,5,5,34,2,2,CT
66217,1,1,4,2,5,65,1,3,CA
66218,1,1,7,2,1,80,2,1,FL
66219,2,9,4,3,5,52,2,2,TX
66220,5,9,4,5,5,23,1,1,SC
66221,5,5,9,7,3,50,1,3,NJ
66222,1,1,3,3,2,45,1,3,NE
66223,1,1,4,2,5,65,2,3,NY
66224,1,1,2,1,5,37,1,3,IL
66225,1,9,4,2,3,29,1,2,NY
66226,1,1,2,1,3,79,1,3,CA
66227,1,1,3,1,5,67,2,2,MI
66228,1,9,6,7,5,0,2,1,TX
66229,5,9,7,7,5,50,1,3,CA
66230,1,1,9,7,5,0,1,3,MI
66231,1,1,4,3,5,71,2,2,PA
66232,2,1,3,6,5,37,2,3,TX
66233,3,1,2,1,5,38,1,3,RI
66234,1,5,6,5,5,44,2,2,OH
66235,1,1,6,5,2,37,2,2,NC
66236,1,1,6,7,4,50,1,3,OH
66237,1,1,4,3,5,45,1,3,MI
66238,5,9,2,1,5,41,2,3,NV
66239,1,1,1,7,2,0,2,3,SC
66240,1,1,1,1,5,73,1,3,TX
66241,2,1,9,2,5,23,2,2,AR
66242,5,1,4,1,1,59,1,3,CA
66243,9,5,9,0,9,0,0,3,VA
66244,1,9,3,2,5,39,2,2,VA
66245,1,1,9,5,1,67,2,2,TN
66246,1,1,9,6,9,46,1,2,WI
66247,1,1,4,4,5,67,1,2,OR
66248,1,1,6,7,4,54,2,3,OH
66249,1,5,4,2,3,59,2,2,IN
66250,1,1,4,2,5,80,1,3,VA
66251,1,1,2,3,5,26,2,1,CA
66252,2,5,4,2,5,18,2,3,TX
66253,1,9,6,7,4,62,1,2,DE
66254,1,1,2,1,5,37,2,2,LA
66255,2,1,2,1,5,32,1,3,OK
66256,1,1,4,7,5,54,1,3,AZ
66257,1,9,3,3,4,34,2,3,CA
66258,1,1,9,7,2,60,1,2,FL
66259,1,1,6,7,1,74,1,2,MS
66260,9,1,3,4,5,34,1,3,WA
66261,1,1,6,7,4,62,1,3,PA
66262,1,1,9,7,5,36,2,1,ME
66263,1,1,4,1,5,44,2,3,WI
66264,1,1,4,3,5,57,1,3,MA
66265,1,5,9,3,5,74,2,2,WA
66266,2,5,2,3,5,44,1,2,GA
66267,1,1,9,2,3,45,2,2,MI
66268,1,1,3,3,5,30,2,1,NY
66269,1,1,3,3,5,24,1,1,TX
66270,1,1,5,4,4,63,2,2,PA
66271,1,1,6,7,1,66,2,3,WA
66272,4,1,2,5,2,54,2,2,TN
66273,1,1,2,1,5,75,1,3,NY
66274,1,1,9,3,5,31,1,1,OH
66275,1,1,3,1,4,58,2,3,CA
66276,1,1,6,6,2,45,1,2,OR
66277,6,1,4,1,5,74,1,3,AL
66278,1,1,2,1,5,29,1,3,NV
66279,1,1,2,1,5,32,2,2,WA
66280,1,1,9,3,5,35,1,2,MD
66281,1,1,3,3,5,63,1,3,IN
66282,6,9,5,6,5,32,1,2,CA
66283,2,9,9,1,2,35,2,2,MS
66284,1,1,2,1,5,68,2,3,SC
66285,1,1,6,5,2,31,1,2,AR
66286,1,1,1,3,3,50,1,2,OR
66287,1,1,5,5,4,77,1,3,MS
66288,3,1,9,2,4,41,1,1,MD
66289,1,1,3,3,5,37,1,3,NC
66290,2,1,4,6,5,50,1,3,TN
66291,1,1,4,4,5,40,2,2,CT
66292,1,1,4,3,5,35,2,3,CT
66293,1,1,4,5,5,25,1,1,OH
66294,1,1,2,1,5,30,2,3,IL
66295,1,9,9,7,5,65,2,3,VA
66296,2,1,9,1,2,68,2,3,IL
66297,1,9,4,3,5,53,2,2,WA
66298,1,1,4,5,3,78,2,3,NY
66299,1,1,2,2,4,40,1,2,OR
66300,1,1,7,7,3,47,1,3,MI
66301,1,9,4,3,5,44,1,2,SC
66302,1,1,6,7,1,66,2,2,VA
66303,1,1,9,2,3,76,1,3,IL
66304,1,9,4,2,5,67,1,1,NY
66305,4,5,4,4,2,0,2,3,FL
66306,1,1,2,3,5,68,1,3,VA
66307,5,1,9,1,2,76,2,1,CA
66308,5,1,6,6,4,64,2,3,MI
66309,1,1,2,3,5,29,2,2,CO
66310,5,1,4,4,5,44,1,1,TX
66311,1,1,9,4,5,36,2,1,LA
66312,1,1,9,7,4,52,2,3,FL
66313,5,1,5,2,3,33,1,2,CA
66314,1,1,3,6,9,51,2,1,NY
66315,5,1,9,1,5,25,2,3,TX
66316,1,1,6,6,4,66,2,2,LA
66317,2,9,3,1,3,38,1,2,CA
66318,5,1,6,6,1,42,1,2,TX
66319,1,1,7,7,5,65,1,3,OK
66320,1,5,9,0,9,55,2,1,WI
66321,1,1,3,3,3,20,2,2,WV
66322,1,1,4,4,1,75,1,3,MN
66323,2,1,4,3,5,26,2,2,CA
66324,1,1,7,5,1,36,2,3,IL
66325,6,1,4,2,5,34,2,3,IN
66326,1,1,3,2,5,39,2,1,NJ
66327,5,1,6,7,4,21,2,2,NV
66328,1,1,2,1,5,38,2,1,FL
66329,1,9,2,1,5,34,1,2,MD
66330,1,5,9,2,5,67,1,2,NM
66331,4,5,9,4,5,63,1,1,CA
66332,2,1,5,6,2,41,1,3,NY
66333,1,9,3,3,4,75,1,2,IL
66334,1,1,2,1,4,68,2,3,KY
66335,1,5,3,1,1,73,2,3,IN
66336,5,5,9,4,5,20,1,2,TX
66337,1,1,2,2,5,31,2,2,TN
66338,6,1,3,3,5,34,2,2,CA
66339,5,1,5,7,2,32,2,3,TX
66340,3,1,2,4,4,50,2,1,TX
66341,1,1,4,4,5,0,2,2,FL
66342,5,1,6,7,5,33,1,2,TX
66343,1,1,7,7,1,65,2,3,TX
66344,1,1,6,7,2,71,2,3,FL
66345,1,1,9,6,5,34,1,1,WI
66346,1,1,9,2,5,54,1,1,AR
66347,1,5,4,7,2,66,2,2,FL
66348,1,5,4,4,3,44,1,1,MN
66349,1,9,6,7,5,52,1,2,MS
66350,2,9,4,1,2,70,2,3,KY
66351,1,5,9,2,5,34,2,1,OH
66352,1,1,6,6,5,43,1,3,ND
66353,5,5,4,4,5,36,2,1,TX
66354,1,1,4,4,4,58,1,3,FL
66355,3,5,4,2,1,0,2,2,CA
66356,1,1,4,2,1,75,2,3,OH
66357,1,1,4,4,3,53,2,2,IL
66358,5,1,4,1,1,65,1,1,PA
66359,2,1,9,2,5,52,2,1,NJ
66360,1,1,2,2,5,35,1,3,NE
66361,1,1,9,7,5,63,1,3,ID
66362,1,1,6,5,2,28,1,2,KY
66363,1,1,3,4,5,33,1,3,PA
66364,1,1,6,7,5,57,2,2,CA
66365,1,9,9,4,4,65,2,1,OH
66366,5,5,2,6,5,65,2,1,IN
66367,1,1,9,3,5,48,2,3,OR
66368,2,1,4,3,5,25,2,1,FL
66369,1,1,5,7,1,64,2,2,OH
66370,1,1,4,1,2,80,1,3,NY
66371,2,1,1,2,4,49,2,2,AL
66372,1,1,4,1,5,67,1,3,MI
66373,1,1,4,3,2,59,1,2,MI
66374,1,1,6,7,5,39,1,1,OR
66375,1,1,4,3,5,61,2,1,WA
66376,1,1,9,4,5,40,2,1,WA
66377,1,1,4,6,4,52,2,2,TX
66378,1,1,4,2,5,46,1,3,CA
66379,1,1,6,7,3,51,2,3,TN
66380,1,1,3,1,4,0,2,3,NM
66381,1,1,7,7,1,63,1,3,WV
66382,5,1,6,6,5,31,1,2,IN
66383,1,1,6,7,1,80,2,3,PA
66384,5,1,6,7,4,80,2,3,FL
66385,1,1,2,1,5,51,2,3,IA
66386,1,1,5,4,1,59,2,2,IN
66387,5,1,9,1,5,55,2,3,TX
66388,1,9,3,7,4,29,2,2,MN
66389,2,1,3,3,3,20,2,1,NY
66390,3,5,9,1,5,80,1,2,CA
66391,1,1,5,6,4,47,1,3,IN
66392,1,1,3,1,5,28,2,2,TX
66393,1,1,6,7,5,48,1,3,KY
66394,2,1,1,1,1,63,1,3,TX
66395,1,5,9,5,5,33,2,1,TX
66396,1,1,2,1,3,55,2,3,VA
66397,1,1,2,3,5,29,2,1,TN
66398,4,1,4,7,3,51,1,3,MO
66399,5,1,5,6,1,38,2,2,IL
66400,5,9,6,7,1,0,2,2,CA
66401,1,1,7,7,1,80,2,3,NC
66402,1,1,4,6,4,34,1,2,WI
66403,1,5,3,2,5,43,1,3,CA
66404,1,1,2,6,5,41,1,2,IL
66405,1,1,5,5,3,51,1,3,PA
66406,1,1,7,7,5,58,1,3,MN
66407,2,9,9,4,5,35,2,2,NY
66408,1,1,5,6,1,55,2,1,MI
66409,5,1,2,1,5,35,2,3,MI
66410,5,1,1,3,5,38,2,2,MD
66411,1,1,4,3,5,39,2,3,TX
66412,5,1,7,7,3,39,2,3,NY
66413,1,1,1,1,5,60,1,3,AR
66414,5,1,6,7,1,56,2,2,FL
66415,5,9,9,2,4,60,2,2,FL
66416,9,1,9,0,9,0,0,3,MI
66417,3,1,3,2,3,32,2,3,CA
66418,1,1,2,2,1,24,2,2,UT
66419,1,1,9,4,4,42,2,1,MA
66420,1,1,4,6,5,72,1,3,TN
66421,5,1,2,2,5,35,2,2,MI
66422,9,1,7,7,3,0,0,2,CO
66423,2,5,4,1,5,30,2,2,AR
66424,1,1,6,7,5,60,2,2,SC
66425,1,1,4,1,1,71,1,3,MI
66426,1,1,4,2,5,63,1,3,CA
66427,1,1,6,6,3,33,2,2,CO
66428,1,1,7,7,5,27,2,3,PA
66429,1,1,6,7,3,44,2,1,NY
66430,1,1,1,1,5,62,1,3,CA
66431,1,1,6,7,5,80,1,3,NV
66432,2,1,2,3,5,63,1,3,MI
66433,1,1,7,7,1,43,2,3,AL
66434,1,9,6,7,5,78,1,3,MN
66435,1,9,7,7,2,73,1,3,PA
66436,3,1,2,1,5,18,1,3,NY
66437,1,1,2,2,4,31,2,2,NY
66438,5,1,1,1,5,19,2,2,CA
66439,1,5,7,7,5,70,1,2,KS
66440,1,1,4,6,3,35,2,1,UT
66441,1,5,2,1,3,74,2,2,CO
66442,1,1,7,7,1,37,1,2,OK
66443,5,1,4,2,2,37,2,1,CA
66444,1,1,3,3,5,73,1,3,WA
66445,1,1,4,4,5,57,1,2,NC
66446,5,1,4,4,5,21,2,2,TX
66447,5,1,4,5,5,29,1,1,FL
66448,1,1,6,7,2,52,2,3,SC
66449,1,1,4,6,5,33,1,2,WI
66450,1,1,4,4,1,40,1,1,IL
66451,1,5,1,1,2,80,1,2,WI
66452,3,1,1,3,5,30,2,3,NV
66453,1,1,9,1,5,29,2,2,KY
66454,1,1,4,6,5,40,1,1,OH
66455,1,1,2,1,1,74,2,3,OR
66456,1,1,2,2,5,25,1,3,KS
66457,1,1,6,7,4,64,1,3,TX
66458,1,1,2,2,5,50,2,3,PA
66459,2,1,4,2,4,48,1,2,CT
66460,2,5,9,5,5,25,2,1,OH
66461,1,1,5,4,1,80,2,1,FL
66462,2,9,4,7,2,60,2,2,TX
66463,1,1,4,7,5,72,1,1,MA
66464,2,1,2,1,3,69,1,3,AL
66465,4,1,5,4,1,19,2,2,KS
66466,1,1,3,1,5,80,2,2,PA
66467,2,1,9,3,5,49,1,2,IL
66468,3,1,6,7,1,54,1,2,AR
66469,1,1,3,2,5,46,2,3,FL
66470,1,1,4,1,2,80,2,3,OK
66471,1,1,9,4,4,29,2,2,GA
66472,1,5,4,4,5,27,0,1,AL
66473,5,5,9,4,5,23,2,1,CA
66474,3,1,6,7,1,0,1,3,UT
66475,1,1,6,4,2,0,2,1,KY
66476,1,1,6,7,1,77,2,3,FL
66477,1,1,4,5,5,68,1,2,TX
66478,1,1,6,5,2,77,2,3,PA
66479,1,1,6,7,2,80,2,3,TX
66480,1,1,6,7,5,68,2,3,TX
66481,1,1,2,2,5,73,1,1,CA
66482,5,1,2,3,5,36,2,3,NJ
66483,1,1,5,5,4,26,1,2,AZ
66484,4,1,5,6,2,46,2,3,OK
66485,1,1,5,5,4,55,2,1,CA
66486,1,1,4,5,5,35,1,2,MD
66487,1,1,3,3,5,41,2,1,MI
66488,2,1,3,1,4,26,2,2,OH
66489,1,1,4,3,5,0,2,3,CA
66490,9,9,0,6,1,65,1,3,WI
66491,1,9,7,7,4,80,2,3,VA
66492,3,1,1,3,5,59,1,3,NY
66493,1,1,5,4,4,58,1,3,CA
66494,1,5,5,5,4,45,1,3,MN
66495,1,1,4,1,2,0,0,3,OR
66496,2,1,9,1,1,53,1,2,CA
66497,1,1,3,4,9,0,1,3,CA
66498,1,1,2,1,3,41,2,3,MI
66499,1,1,1,1,5,34,1,3,IN
66500,5,1,3,1,3,36,2,3,FL
66501,1,1,6,7,5,0,2,2,PA
66502,1,1,6,6,5,69,2,1,CA
66503,5,1,4,1,5,29,2,3,CT
66504,1,1,2,5,5,30,1,2,IL
66505,1,5,5,5,5,66,1,1,GA
66506,1,1,2,1,5,75,1,3,VA
66507,2,1,9,1,5,69,1,1,NJ
66508,1,1,7,5,5,73,1,3,MO
66509,2,1,9,1,2,52,2,2,AL
66510,1,1,4,6,3,32,2,2,ND
66511,1,1,7,7,1,76,1,3,OK
66512,1,1,5,7,2,55,2,3,TX
66513,4,9,6,7,5,80,2,2,MN
66514,1,1,6,7,4,28,2,3,AL
66515,5,1,2,1,5,49,1,3,IL
66516,1,1,7,7,1,52,1,3,TX
66517,1,1,4,6,2,68,2,2,FL
66518,1,1,9,6,4,19,2,1,PA
66519,6,1,9,4,5,80,1,2,CA
66520,3,1,2,1,3,51,1,2,MI
66521,1,1,6,7,1,77,2,1,CO
66522,1,9,2,4,5,64,1,3,CA
66523,1,1,6,7,1,65,1,3,TX
66524,1,1,4,7,4,33,2,3,WI
66525,1,1,2,1,5,30,2,3,WA
66526,1,1,6,7,4,38,2,3,OH
66527,1,1,2,1,2,66,1,3,NJ
66528,1,1,6,6,2,20,2,2,UT
66529,1,1,6,7,5,80,2,3,CA
66530,1,1,6,7,5,72,2,3,MI
66531,1,1,3,3,1,67,2,3,NJ
66532,1,1,6,7,2,48,2,3,CA
66533,6,1,2,2,5,21,1,1,WA
66534,4,1,4,5,5,78,1,2,OK
66535,1,1,4,6,5,34,2,1,PA
66536,1,1,6,7,5,80,2,3,PA
66537,6,9,4,2,4,34,2,2,OH
66538,1,1,6,7,4,41,2,1,NC
66539,1,1,1,3,5,73,2,3,OH
66540,5,1,4,6,1,38,1,3,CA
66541,1,5,4,5,5,69,2,3,NY
66542,1,1,6,7,1,76,1,3,IL
66543,1,1,5,5,5,53,1,1,MN
66544,1,1,6,7,2,49,1,3,NE
66545,1,9,3,3,5,40,1,3,WA
66546,1,1,3,1,1,80,2,3,KY
66547,1,1,1,4,5,28,1,3,IL
66548,1,1,5,7,3,57,1,3,IL
66549,1,1,3,1,4,71,2,3,GA
66550,1,1,1,2,5,38,1,1,OR
66551,6,9,5,1,5,79,2,1,MO
66552,1,1,2,2,5,36,1,3,WA
66553,1,9,4,2,5,21,1,3,OR
66554,1,1,2,3,5,42,2,3,NY
66555,1,1,5,5,5,61,1,1,TX
66556,2,1,4,1,4,53,1,3,AL
66557,5,5,4,4,9,0,1,1,TX
66558,1,1,9,1,2,79,1,3,OH
66559,1,1,6,7,5,63,2,2,TN
66560,1,1,2,3,5,37,1,2,TX
66561,4,9,5,7,2,64,2,3,NH
66562,2,1,2,2,4,63,1,1,CT
66563,6,1,4,4,5,56,2,2,FL
66564,6,9,5,4,5,40,2,3,VT
66565,1,1,5,6,5,56,2,2,PA
66566,1,1,1,1,5,77,2,3,MD
66567,1,1,7,7,5,26,2,2,PA
66568,1,1,6,7,1,80,1,3,OK
66569,1,9,3,3,4,43,2,3,IN
66570,6,9,4,4,5,28,1,2,WY
66571,1,1,3,4,1,33,1,2,AZ
66572,1,1,6,5,3,67,2,3,AL
66573,2,1,5,1,5,61,2,3,FL
66574,5,1,4,3,4,48,1,3,TX
66575,1,9,6,7,1,62,2,2,LA
66576,1,1,6,5,1,55,1,3,NC
66577,1,9,7,7,2,67,1,3,VA
66578,1,5,3,2,3,36,2,2,MS
66579,1,1,4,7,2,78,2,2,PA
66580,1,1,4,1,1,36,1,3,MA
66581,1,1,4,3,5,64,1,3,NJ
66582,1,1,4,5,2,45,2,2,SD
66583,2,1,2,2,4,38,2,3,PA
66584,6,5,9,2,4,24,1,2,OH
66585,1,1,9,7,5,65,1,3,TX
66586,1,9,5,6,4,0,2,2,CT
66587,1,1,9,1,5,37,2,1,CA
66588,1,1,9,6,4,58,1,1,PA
66589,1,1,9,1,5,62,2,2,CA
66590,1,1,2,1,5,44,1,3,OR
66591,1,1,5,5,5,54,1,1,AZ
66592,2,1,4,3,1,42,2,3,MI
66593,1,5,9,4,5,37,2,2,WY
66594,5,1,4,2,4,0,2,2,TX
66595,1,1,3,3,5,32,1,2,VT
66596,1,1,6,5,5,67,1,3,WV
66597,5,1,2,1,1,19,2,2,CA
66598,5,1,3,3,2,33,2,2,AL
66599,1,9,4,1,4,63,1,3,OH
66600,1,1,6,7,4,55,1,1,TX
66601,9,1,6,7,5,0,0,1,OH
66602,1,9,9,2,2,80,1,3,PA
66603,1,1,6,7,2,27,2,1,TX
66604,5,1,9,3,5,38,1,1,OK
66605,1,5,5,6,5,46,2,2,OH
66606,1,1,0,1,2,48,2,1,CA
66607,1,9,4,6,5,60,1,2,VA
66608,4,1,4,1,5,37,1,3,CO
66609,2,1,9,1,2,49,2,3,MS
66610,1,1,4,1,5,80,1,3,CA
66611,5,9,2,2,4,39,2,3,NY
66612,2,1,9,2,5,27,2,1,GA
66613,1,1,6,5,4,61,2,3,MS
66614,2,5,9,1,1,37,2,2,LA
66615,1,1,6,7,4,69,1,3,MO
66616,3,1,4,5,4,19,2,2,GA
66617,1,1,6,6,5,55,1,1,MD
66618,1,1,3,1,4,72,2,3,CA
66619,1,1,2,3,5,20,2,2,NC
66620,1,5,7,6,1,65,2,2,NJ
66621,1,1,4,2,1,69,2,3,WV
66622,1,1,4,1,1,79,2,3,KY
66623,1,1,2,2,5,27,2,3,MA
66624,2,1,6,1,5,53,2,3,NY
66625,1,1,9,7,5,35,2,1,OH
66626,5,1,9,1,3,59,2,3,VA
66627,1,1,2,3,5,47,2,1,MN
66628,3,1,4,2,5,39,2,1,CA
66629,1,1,6,7,3,64,1,2,MI
66630,1,1,5,6,1,76,1,3,MD
66631,2,1,4,1,5,61,1,3,KY
66632,1,1,6,7,5,70,2,3,OR
66633,1,5,4,0,9,80,1,3,IL
66634,4,5,4,4,5,67,1,3,IN
66635,1,5,3,3,4,24,2,1,AZ
66636,1,9,6,7,2,51,1,3,TN
66637,1,1,7,7,2,34,1,2,ID
66638,1,5,4,3,1,43,2,3,SD
66639,2,5,4,1,3,51,2,2,DC
66640,5,1,2,5,5,63,1,3,FL
66641,1,9,4,3,5,37,2,3,PA
66642,1,1,5,4,1,75,1,2,TX
66643,1,1,6,7,5,71,1,2,CO
66644,3,9,2,2,5,27,2,3,CA
66645,1,1,2,1,5,80,1,3,CA
66646,1,1,4,3,5,52,1,2,ME
66647,1,1,2,3,5,68,2,3,MD
66648,5,1,3,3,5,19,1,2,CA
66649,1,1,2,2,5,57,1,3,WI
66650,1,1,4,2,2,58,1,3,NY
66651,1,5,3,4,5,40,1,2,VA
66652,1,1,5,6,5,30,1,1,IL
66653,1,1,9,6,2,59,1,3,OK
66654,1,1,4,2,5,71,2,2,MI
66655,1,1,9,7,5,73,1,2,VA
66656,9,1,4,1,1,0,2,1,LA
66657,1,9,4,4,1,73,2,2,CO
66658,1,1,1,1,5,68,2,3,FL
66659,1,1,7,6,1,47,1,1,KY
66660,1,5,9,6,5,63,1,2,IL
66661,1,1,5,4,5,48,2,2,ND
66662,5,1,5,6,5,59,2,2,CA
66663,2,5,9,4,4,35,0,1,OH
66664,1,1,2,1,5,73,1,3,CA
66665,1,1,6,5,4,56,1,3,OH
66666,1,1,2,1,2,70,1,3,MO
66667,1,5,3,2,5,80,1,2,TX
66668,5,1,3,7,5,34,1,3,NY
66669,1,1,5,6,5,72,1,3,FL
66670,1,1,9,1,1,59,2,2,WI
66671,1,1,2,1,5,61,2,3,MO
66672,1,1,4,2,3,69,1,3,TX
66673,3,9,4,3,5,0,2,3,CA
66674,1,1,1,1,5,74,1,3,CA
66675,1,9,7,7,1,50,1,3,VA
66676,1,5,1,3,5,31,2,2,NE
66677,1,9,6,7,3,62,2,3,AR
66678,1,9,4,3,5,60,1,2,MN
66679,4,9,3,4,5,63,2,2,FL
66680,1,1,2,1,5,56,2,3,CA
66681,1,1,5,6,5,32,2,2,IL
66682,2,1,3,1,2,65,2,3,CA
66683,1,1,6,7,1,59,1,3,NY
66684,1,1,3,3,2,77,2,3,OK
66685,5,1,6,7,1,69,2,1,CO
66686,1,1,5,6,4,26,2,2,MO
66687,1,1,9,6,4,0,1,2,MI
66688,5,1,3,2,2,38,2,2,NJ
66689,1,1,2,1,2,30,2,3,FL
66690,2,1,5,3,3,60,2,3,VA
66691,3,5,4,2,5,36,1,2,GA
66692,1,1,6,6,1,68,1,3,KS
66693,1,1,5,5,4,26,1,3,DC
66694,1,1,6,7,5,80,1,3,FL
66695,1,1,3,1,4,32,2,3,CA
66696,5,1,4,2,1,0,1,3,TX
66697,1,9,2,1,5,80,2,3,NY
66698,6,1,9,2,5,31,2,3,NC
66699,5,1,6,7,5,37,1,3,NY
66700,2,5,5,1,3,26,1,1,FL
66701,1,5,4,1,5,20,1,1,KY
66702,1,1,5,7,5,72,2,3,DC
66703,1,1,6,7,5,65,1,3,CA
66704,1,1,6,5,5,47,2,1,TX
66705,5,1,9,1,5,18,2,1,MS
66706,1,1,4,3,5,27,2,2,OR
66707,1,1,4,7,3,48,2,2,FL
66708,1,9,4,2,3,74,1,1,NY
66709,1,1,6,7,1,69,2,3,TX
66710,1,1,9,3,5,52,1,2,IN
66711,1,9,6,7,4,63,2,3,CA
66712,1,1,5,6,5,58,1,3,PA
66713,1,1,4,5,1,55,1,3,NJ
66714,1,1,2,2,5,80,2,3,PA
66715,1,1,3,2,4,46,2,2,NY
66716,4,1,7,7,1,77,2,2,FL
66717,5,1,4,3,4,0,1,3,WA
66718,1,1,5,7,5,56,2,2,AL
66719,6,1,1,2,5,42,2,3,NJ
66720,1,1,9,7,3,63,1,3,TN
66721,1,1,6,7,5,24,1,3,TN
66722,1,1,4,7,1,42,2,3,SC
66723,1,1,3,1,5,67,2,3,IL
66724,1,1,3,2,4,78,2,3,NY
66725,1,1,1,1,5,65,1,3,MA
66726,1,1,5,3,5,25,1,3,OH
66727,1,1,3,1,5,24,2,3,VA
66728,1,1,6,7,1,40,2,2,FL
66729,5,1,6,6,1,60,1,2,TX
66730,1,1,6,7,3,48,2,2,SD
66731,2,1,9,1,5,32,2,3,AL
66732,1,1,3,6,1,49,2,1,FL
66733,1,1,3,1,2,71,1,3,AZ
66734,1,9,9,2,2,72,1,2,KY
66735,6,5,4,1,1,80,2,3,SC
66736,1,1,6,7,1,0,2,1,UT
66737,1,1,3,3,5,70,2,2,CA
66738,1,1,4,5,5,33,1,1,SC
66739,5,1,2,4,5,34,2,2,MA
66740,2,1,4,1,1,80,2,3,MO
66741,4,9,9,1,5,54,2,3,MS
66742,1,1,6,7,1,53,2,2,MI
66743,5,1,3,4,1,59,2,3,CA
66744,1,1,4,4,5,38,1,2,PA
66745,3,1,5,2,3,27,1,2,GA
66746,1,1,6,7,3,51,2,3,IA
66747,1,9,3,4,5,53,1,2,NY
66748,1,1,2,3,5,31,1,3,OH
66749,1,5,4,6,5,31,1,2,SC
66750,1,1,6,7,5,75,1,3,TN
66751,1,1,4,3,5,72,1,3,OH
66752,6,1,2,1,5,34,2,3,OR
66753,2,9,4,4,5,40,2,3,MO
66754,1,1,6,7,4,64,1,3,TX
66755,1,1,4,4,5,21,2,2,AZ
66756,1,1,5,6,2,0,1,1,ND
66757,2,1,9,1,1,53,1,1,GA
66758,5,1,4,0,5,61,1,2,CA
66759,1,1,7,7,1,80,2,3,MO
66760,2,1,4,3,2,65,2,3,IL
66761,1,9,3,2,5,25,2,2,MN
66762,1,1,2,3,1,64,2,3,NC
66763,1,1,4,6,1,0,2,3,OH
66764,1,1,9,6,5,70,2,3,CT
66765,1,1,6,7,2,58,2,3,CA
66766,1,1,4,1,4,67,2,3,NY
66767,1,9,6,7,2,58,1,3,NJ
66768,1,1,1,1,2,65,2,2,CT
66769,1,9,9,7,1,76,2,2,DE
66770,1,1,7,5,1,32,2,2,NJ
66771,1,1,6,7,1,45,2,3,MN
66772,1,1,4,4,3,52,2,2,SC
66773,4,5,4,6,3,34,2,3,LA
66774,1,9,9,2,5,21,1,1,MO
66775,1,1,6,6,3,59,1,2,MS
66776,1,1,2,7,2,57,2,3,OH
66777,1,1,2,1,5,80,2,2,CT
66778,2,1,5,4,1,68,2,3,FL
66779,1,1,7,7,1,76,1,3,PA
66780,1,9,6,7,2,80,1,3,CA
66781,1,1,3,3,5,62,1,3,OR
66782,1,1,4,3,5,75,2,3,KS
66783,1,1,4,6,5,26,2,1,OH
66784,1,1,6,7,1,62,1,3,OH
66785,1,1,3,3,5,36,1,3,WA
66786,1,1,6,7,5,40,2,3,ID
66787,1,1,2,4,5,42,2,1,SC
66788,1,1,6,7,2,52,1,3,LA
66789,1,1,4,1,5,63,2,1,MO
66790,1,1,6,6,1,40,1,3,MD
66791,1,1,9,5,5,69,1,3,IL
66792,2,9,4,5,4,29,1,3,DE
66793,1,1,4,5,5,68,2,2,TN
66794,1,9,4,4,5,0,1,2,GA
66795,1,1,6,7,4,72,1,3,OH
66796,1,9,6,7,3,40,2,2,LA
66797,1,1,4,6,1,69,2,3,KY
66798,1,1,4,1,5,62,2,3,NC
66799,1,1,4,3,5,56,1,3,NJ
66800,4,1,4,5,3,70,2,2,TX
66801,3,5,4,2,5,46,2,2,OR
66802,1,1,2,1,5,63,1,3,AL
66803,1,1,6,7,4,33,2,1,NY
66804,2,1,4,4,1,30,1,2,FL
66805,1,1,2,1,5,36,2,3,OH
66806,1,1,4,3,2,48,1,3,MI
66807,5,1,7,7,3,31,1,3,TX
66808,1,1,6,7,1,65,1,2,FL
66809,5,9,6,7,1,57,2,3,FL
66810,1,1,7,7,5,58,2,3,MI
66811,1,1,5,5,5,31,1,3,OH
66812,1,9,2,2,5,46,1,2,MT
66813,1,1,2,1,5,77,1,3,MA
66814,5,1,6,7,5,73,2,3,NC
66815,6,1,2,2,4,20,2,2,NJ
66816,1,1,1,4,5,30,1,1,CA
66817,1,9,9,1,1,80,1,2,IA
66818,1,1,5,4,2,63,1,3,CO
66819,1,1,4,5,3,59,2,2,MA
66820,1,1,2,1,3,66,1,3,MN
66821,2,9,4,2,5,80,2,2,DC
66822,5,1,3,2,5,37,1,3,NY
66823,1,5,6,7,5,50,1,2,CA
66824,5,5,5,2,3,27,2,2,KS
66825,1,1,2,2,5,23,1,3,DC
66826,1,1,4,2,5,30,1,1,CT
66827,1,1,3,3,1,32,2,3,DC
66828,1,1,2,1,5,65,2,3,WA
66829,3,1,4,4,5,45,2,3,MS
